,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
87,Feature Selection for Machine Learning,https://www.udemy.com/course/feature-selection-for-machine-learning/,"13,481","1,883",1.0,2/2023,English,1.0,1.0,329.9,1.0,12.0,87.0,5h 49m,Soledad Galli,"48,894",7.0,4.6,,,,,1.0,0.0,0.0,4.6
88,Machine Learning: Natural Language Processing in Python (V2),https://www.udemy.com/course/natural-language-processing-in-python/,"9,386","1,903",2.0,2/2023,English,1.0,1.0,299.9,1.0,22.0,153.0,22h 11m,Lazy Programmer Inc.,"522,205",32.0,4.7,Lazy Programmer Team,"185,342",16.0,4.7,0.0,0.0,0.0,4.7
89,A Beginner's Guide To Machine Learning with Unity,https://www.udemy.com/course/machine-learning-with-unity/,"22,122","1,864",2.0,8/2021,English,1.0,1.0,69.9,1.0,10.0,76.0,13h 3m,Penny de Byl,"143,198",30.0,4.6,Penny @Holistic3D.com,"143,198",30.0,4.6,1.0,0.0,0.0,4.6
90,PyTorch for Deep Learning and Computer Vision,https://www.udemy.com/course/pytorch-for-deep-learning-and-computer-vision/,"11,719","1,862",4.0,9/2020,English,1.0,1.0,319.9,1.0,15.0,101.0,14h 14m,Rayan Slim,"176,450",7.0,4.6,Jad Slim,"168,426",8.0,4.6,0.0,0.0,0.0,4.6
91,A Complete Guide on TensorFlow 2.0 using Keras API,https://www.udemy.com/course/tensorflow-2/,"53,381","1,854",4.0,1/2023,English,1.0,1.0,319.9,1.0,18.0,133.0,13h 5m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.5
92,Cutting-Edge AI: Deep Reinforcement Learning in Python,https://www.udemy.com/course/cutting-edge-artificial-intelligence/,"27,721","1,809",1.0,2/2023,English,1.0,1.0,319.9,1.0,9.0,50.0,8h 32m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.7
93,Complete Data Science Training with Python for Data Analysis,https://www.udemy.com/course/complete-data-science-training-with-python-for-data-analysis/,"9,640","1,789",1.0,10/2021,English,1.0,1.0,279.9,1.0,13.0,124.0,12h 56m,Minerva Singh,"92,139",50.0,4.4,,,,,1.0,0.0,0.0,4.2
94,"Data Manipulation in Python: Master Python, Numpy & Pandas",https://www.udemy.com/course/master-data-science-in-python/,"123,246","1,740",1.0,4/2022,English,1.0,1.0,179.9,1.0,9.0,107.0,3h 46m,Meta Brains,"359,775",22.0,4.2,,,,,1.0,0.0,0.0,4.3
95,Data Manipulation in Python: A Pandas Crash Course,https://www.udemy.com/course/data-manipulation-in-python/,"38,272","1,709",1.0,4/2021,English,1.0,1.0,349.9,1.0,9.0,57.0,8h 47m,Samuel Hinton,"89,510",4.0,4.5,,,,,0.0,0.0,0.0,4.6
96,"Complete & Practical SAS, Statistics & Data Analysis Course",https://www.udemy.com/course/complete-practical-sas-statistics-data-analysis-course/,"10,729","1,694",1.0,12/2018,English,1.0,1.0,69.9,1.0,21.0,171.0,16h 36m,Shenggang Li,"17,497",3.0,4.3,,,,,0.0,0.0,0.0,4.6
97,Practical Deep Learning with PyTorch,https://www.udemy.com/course/practical-deep-learning-with-pytorch/,"6,617","1,681",1.0,10/2018,English,1.0,1.0,229.9,1.0,11.0,58.0,6h 26m,Deep Learning Wizard,"6,617",1.0,3.8,,,,,0.0,0.0,0.0,3.8
98,Learn Python for Data Science & Machine Learning from A-Z,https://www.udemy.com/course/python-for-data-science-machine-learning/,"112,465","1,670",2.0,10/2021,English,1.0,1.0,249.9,1.0,20.0,140.0,22h 54m,Juan E. Galvan,"514,036",15.0,4.4,Ahmed Wael,"182,736",2.0,4.1,0.0,0.0,0.0,4.1
99,PyTorch: Deep Learning and Artificial Intelligence,https://www.udemy.com/course/pytorch-deep-learning/,"6,927","1,600",2.0,2/2023,English,1.0,1.0,279.9,0.0,22.0,147.0,24h 15m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.8
100,A deep understanding of deep learning (with Python intro),https://www.udemy.com/course/deeplearning_x/,"14,842","1,606",1.0,2/2023,English,1.0,1.0,69.9,1.0,32.0,265.0,57h 19m,Mike X Cohen,"200,725",23.0,4.7,,,,,0.0,0.0,0.0,4.8
101,Looker and LookML - The Complete Course for Beginners,https://www.udemy.com/course/looker-learning-tutorial-for-beginners/,"8,304","1,600",1.0,2/2023,English,1.0,1.0,349.9,1.0,16.0,96.0,8h 54m,George Smarts,"72,932",28.0,4.5,,,,,0.0,0.0,0.0,4.4
102,Apache Spark 3 - Databricks Certified Associate Developer,https://www.udemy.com/course/apache-spark-3-databricks-certified-associate-developer/,"9,277","1,567",1.0,5/2022,English,1.0,1.0,179.9,1.0,6.0,35.0,4h 32m,Wadson Guimatsa,"28,387",4.0,4.4,,,,,1.0,0.0,1.0,4.4
103,Applied Statistical Modeling for Data Analysis in R,https://www.udemy.com/course/applied-statistical-modeling-for-data-analysis-in-r/,"10,426","1,553",1.0,10/2022,English,1.0,1.0,319.9,1.0,9.0,72.0,9h 49m,Minerva Singh,"92,139",50.0,4.4,,,,,1.0,0.0,0.0,4.3
104,Artificial Intelligence Masterclass,https://www.udemy.com/course/artificial-intelligence-masterclass/,"15,108","1,553",4.0,1/2023,English,1.0,1.0,279.9,1.0,13.0,88.0,11h 59m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Kirill Eremenko,"2,310,664",59.0,4.5,0.0,0.0,0.0,4.2
105,Artificial Intelligence in Web Design + Live Class,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,"197,447","1,552",2.0,1/2023,English,1.0,1.0,69.9,1.0,3.0,22.0,3h 49m,Srinidhi Ranganathan,"954,276",122.0,3.9,First Look Digital Marketing Solutions,"648,550",46.0,4.0,0.0,0.0,0.0,4.0
106,Databricks Fundamentals & Apache Spark Core,https://www.udemy.com/course/databricks-fundamentals-apache-spark-core/,"19,128","1,556",1.0,9/2021,English,1.0,1.0,259.9,1.0,7.0,71.0,12h 8m,Wadson Guimatsa,"28,387",4.0,4.4,,,,,0.0,0.0,0.0,4.4
107,"The Complete Neural Networks Bootcamp: Theory, Applications",https://www.udemy.com/course/the-complete-neural-networks-bootcamp-theory-applications/,"13,141","1,528",1.0,11/2021,English,1.0,1.0,349.9,1.0,39.0,306.0,43h 47m,Fawaz Sammani,"58,400",3.0,4.3,,,,,0.0,0.0,0.0,4.3
108,Modern Natural Language Processing in Python,https://www.udemy.com/course/modern-nlp/,"47,723","1,509",3.0,11/2021,English,1.0,1.0,259.9,1.0,5.0,38.0,5h 46m,Martin Jocqueviel,"56,012",6.0,4.6,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.7
109,Hands On Natural Language Processing (NLP) using Python,https://www.udemy.com/course/hands-on-natural-language-processing-using-python/,"9,079","1,496",1.0,9/2019,English,1.0,1.0,259.9,1.0,11.0,93.0,10h 33m,Next Edge Coding,"21,975",3.0,4.2,,,,,1.0,0.0,0.0,4.2
110,Apache Cassandra in 2 hours,https://www.udemy.com/course/learn-cassandra-from-scratch/,"10,452","1,499",1.0,11/2021,English,1.0,1.0,69.9,1.0,7.0,26.0,2h 0m,Navdeep Kaur,"52,693",8.0,4.3,,,,,0.0,0.0,0.0,4.2
111,AWS SageMaker Practical for Beginners | Build 6 Projects,https://www.udemy.com/course/practical-aws-sagemaker-6-real-world-case-studies/,"9,376","1,494",4.0,4/2021,English,1.0,1.0,299.9,1.0,8.0,109.0,16h 14m,"Dr. Ryan Ahmed, Ph.D., MBA","324,291",46.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.5
112,Machine Learning Practical Workout | 8 Real-World Projects,https://www.udemy.com/course/deep-learning-machine-learning-practical/,"15,217","1,427",4.0,1/2023,English,1.0,1.0,279.9,1.0,11.0,90.0,14h 14m,"Dr. Ryan Ahmed, Ph.D., MBA","324,291",46.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.3
113,Complete Linear Regression Analysis in Python,https://www.udemy.com/course/machine-learning-basics-building-regression-model-in-python/,"158,438","1,371",1.0,11/2022,English,1.0,1.0,69.9,1.0,9.0,75.0,7h 28m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,0.0,4.5
114,Statistics / Data Analysis in SPSS: Inferential Statistics,https://www.udemy.com/course/inferential-statistics-spss/,"8,852","1,368",1.0,6/2015,English,1.0,1.0,329.9,1.0,9.0,32.0,4h 51m,Quantitative  Specialists,"24,941",9.0,4.5,,,,,1.0,0.0,0.0,4.5
115,Deep Learning Foundation : Linear Regression and Statistics,https://www.udemy.com/course/linear-regression-in-python-statistics-and-coding/,"9,201","1,361",1.0,2/2021,English,1.0,1.0,69.9,1.0,8.0,44.0,6h 31m,Jay Bhatt,"28,549",3.0,3.9,,,,,0.0,0.0,0.0,3.4
116,Time Series Analysis and Forecasting using Python,https://www.udemy.com/course/machine-learning-time-series-forecasting-in-python/,"149,578","1,365",1.0,11/2022,English,1.0,1.0,105.9,1.0,28.0,100.0,13h 18m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,0.0,0.0,0.0,4.4
117,Artificial Intelligence in Digital Marketing + Live Class,https://www.udemy.com/course/artificial-intelligence-in-digital-marketing/,"157,317","1,369",2.0,2/2023,English,1.0,1.0,69.9,1.0,6.0,73.0,12h 11m,Srinidhi Ranganathan,"954,276",122.0,3.9,First Look Digital Marketing Solutions,"648,550",46.0,4.0,1.0,0.0,0.0,4.1
118,Learn DBT from Scratch,https://www.udemy.com/course/learn-dbt-from-scratch/,"7,014","1,352",1.0,8/2020,English,1.0,1.0,69.9,1.0,6.0,31.0,3h 3m,Jeremy Holtzman,"7,183",3.0,4.3,,,,,1.0,0.0,0.0,4.3
119,PySpark & AWS: Master Big Data With PySpark and AWS,https://www.udemy.com/course/pyspark-aws-master-big-data-with-pyspark-and-aws/,"9,636","1,339",2.0,2/2023,English,1.0,1.0,319.9,1.0,9.0,197.0,19h 25m,AI Sciences,"44,913",22.0,4.3,AI Sciences Team,"25,024",21.0,4.3,1.0,0.0,0.0,4.3
120,"Time Series Analysis, Forecasting, and Machine Learning",https://www.udemy.com/course/time-series-analysis/,"5,067","1,322",2.0,2/2023,English,1.0,1.0,279.9,0.0,17.0,171.0,23h 10m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.7
121,Learn Data Science & Machine Learning with R from A-Z,https://www.udemy.com/course/data-science-and-machine-learning-with-r-from-a-z/,"94,985","1,308",2.0,1/2021,English,1.0,1.0,249.9,1.0,15.0,80.0,28h 39m,Juan E. Galvan,"514,036",15.0,4.4,Ismail Tigrek,"115,047",2.0,4.1,0.0,0.0,0.0,4.2
122,Scraping and Data Mining for Beginners and Pros,https://www.udemy.com/course/scraping-and-data-mining-for-beginners-and-pros-y/,"29,276","1,305",1.0,10/2022,English,1.0,1.0,69.9,1.0,7.0,13.0,1h 2m,Ala Shiban,"56,587",4.0,4.2,,,,,0.0,0.0,0.0,4.1
123,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,https://www.udemy.com/course/complete-dbt-data-build-tool-bootcamp-zero-to-hero-learn-dbt/,"8,098","1,365",2.0,2/2023,English,1.0,1.0,179.9,1.0,18.0,82.0,5h 14m,Zoltan C. Toth,"8,098",1.0,4.5,Miklos (Mike) Petridisz,"8,098",1.0,4.5,1.0,0.0,0.0,4.5
124,Deploying AI & Machine Learning Models for Business | Python,https://www.udemy.com/course/deploy-data-science-nlp-models-with-docker-containers/,"6,784","1,275",1.0,6/2018,English,1.0,1.0,179.9,1.0,8.0,54.0,4h 12m,UNP United Network of Professionals,"25,745",2.0,4.4,,,,,1.0,0.0,0.0,4.5
125,MLOps Fundamentals: CI/CD/CT Pipelines of ML with Azure Demo,https://www.udemy.com/course/mlops-course/,"6,375","1,271",1.0,7/2022,English,1.0,1.0,159.9,1.0,11.0,35.0,2h 53m,J Garg - Real Time Learning,"38,295",6.0,4.3,,,,,1.0,0.0,0.0,4.2
126,Financial Engineering and Artificial Intelligence in Python,https://www.udemy.com/course/ai-finance/,"6,303","1,252",2.0,2/2023,English,1.0,1.0,279.9,0.0,16.0,147.0,21h 28m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.7
127,Full stack web development and AI with Python (Django),https://www.udemy.com/course/unaicorn/,"8,367","1,242",1.0,7/2020,English,1.0,1.0,279.9,1.0,19.0,389.0,39h 29m,John Harper,"13,540",5.0,4.4,,,,,1.0,0.0,0.0,4.5
128,Mathematical Foundation For Machine Learning and AI,https://www.udemy.com/course/mathematical-foundation-for-machine-learning-and-ai/,"7,277","1,237",2.0,12/2018,English,1.0,0.0,159.9,1.0,5.0,19.0,4h 16m,Eduonix Learning Solutions,"1,251,583",237.0,3.9,Eduonix-Tech .,"1,226,081",170.0,3.9,0.0,0.0,0.0,4.1
129,Data Science: Python for Data Analysis 2023 Full Bootcamp,https://www.udemy.com/course/mastering-python-data-handling-analysis-and-visualization/,"137,524","1,242",2.0,10/2022,English,1.0,1.0,259.9,1.0,13.0,76.0,6h 10m,Ahmed Ibrahim,"480,124",14.0,4.3,SDE Arts | Octavo,"623,893",14.0,4.3,1.0,0.0,0.0,4.5
130,Neural Networks in Python: Deep Learning for Beginners,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/,"123,195","1,221",1.0,11/2022,English,1.0,1.0,69.9,1.0,19.0,67.0,9h 15m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,1.0,4.5
131,Machine Learning for Absolute Beginners - Level 1,https://www.udemy.com/course/machine-learning-for-absolute-beginners-level-1/,"24,976","1,250",1.0,9/2022,English,1.0,1.0,249.9,1.0,5.0,25.0,2h 9m,Idan Gabrieli,"141,026",17.0,4.5,,,,,1.0,0.0,0.0,4.5
132,Convolutional Neural Networks in Python: CNN Computer Vision,https://www.udemy.com/course/cnn-for-computer-vision-with-keras-and-tensorflow-in-python/,"123,185","1,199",1.0,11/2022,English,1.0,1.0,69.9,1.0,22.0,59.0,7h 41m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,0.0,4.4
133,2023 Python Data Analysis & Visualization Masterclass,https://www.udemy.com/course/python-data-analysis-visualization/,"11,713","1,175",1.0,12/2022,English,1.0,1.0,329.9,1.0,22.0,202.0,20h 29m,Colt Steele,"1,443,509",23.0,4.7,,,,,0.0,0.0,0.0,4.7
134,Natural Language Processing: NLP With Transformers in Python,https://www.udemy.com/course/nlp-with-transformers/,"20,155","1,174",1.0,8/2022,English,1.0,1.0,209.9,1.0,14.0,104.0,11h 30m,James Briggs,"21,535",2.0,4.4,,,,,1.0,0.0,0.0,4.5
135,U&P AI - Natural Language Processing (NLP) with Python,https://www.udemy.com/course/understand-and-practice-ai-natural-language-processing-in-python/,"13,881","1,146",1.0,12/2020,English,1.0,1.0,69.9,1.0,6.0,72.0,5h 49m,Abdulhadi Darwish,"14,424",1.0,3.5,,,,,0.0,0.0,0.0,3.5
136,Statistics & Mathematics for Data Science & Data Analytics,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,"6,765","1,153",1.0,1/2023,English,1.0,1.0,299.9,1.0,9.0,91.0,11h 24m,Nikolai Schuler,"143,679",16.0,4.6,,,,,1.0,0.0,0.0,4.6
137,Python & Introduction to Data Science,https://www.udemy.com/course/python-introduction-to-data-science/,"45,774","1,107",1.0,10/2018,English,1.0,1.0,179.9,1.0,4.0,68.0,9h 8m,AI 4 MY,"45,775",1.0,4.9,,,,,0.0,0.0,0.0,4.9
138,"Learn Data Science Deep Learning, Machine Learning NLP & R",https://www.udemy.com/course/learn-data-science-deep-learning-machine-learning-nlp-r/,"6,373","1,104",1.0,8/2022,English,1.0,1.0,179.9,1.0,51.0,624.0,70h 32m,Cinnamon TechX,"13,892",2.0,4.3,,,,,0.0,0.0,0.0,4.5
139,Deep Reinforcement Learning 2.0,https://www.udemy.com/course/deep-reinforcement-learning/,"9,662","1,106",3.0,1/2023,English,1.0,1.0,299.9,1.0,8.0,63.0,9h 38m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.6
140,Data Engineering using AWS Data Analytics,https://www.udemy.com/course/data-engineering-using-aws-analytics-services/,"13,453","1,121",3.0,1/2023,English,1.0,1.0,299.9,1.0,29.0,434.0,26h 15m,Durga Viswanatha Raju Gadiraju,"275,203",21.0,4.4,Asasri Manthena,"221,381",19.0,4.4,0.0,0.0,0.0,4.5
141,Machine Learning and AI: Support Vector Machines in Python,https://www.udemy.com/course/support-vector-machines-in-python/,"23,757","1,113",1.0,2/2023,English,1.0,1.0,105.9,1.0,12.0,73.0,8h 53m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
142,Machine Learning & Data Science A-Z: Hands-on Python 2023,https://www.udemy.com/course/data-science-machine-learning-a-z-hands-on-python/,"68,722","1,084",1.0,1/2022,English,1.0,1.0,279.9,1.0,9.0,75.0,14h 27m,Navid Shirzadi,"71,847",6.0,4.6,,,,,1.0,0.0,0.0,4.6
143,Python for Data Science and Machine Learning beginners,https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,"16,044","1,071",1.0,4/2021,English,1.0,1.0,69.9,1.0,12.0,64.0,7h 40m,Jay Bhatt,"28,549",3.0,3.9,,,,,0.0,0.0,0.0,3.9
144,[2023] Machine Learning and Deep Learning Bootcamp in Python,https://www.udemy.com/course/introduction-to-machine-learning-in-python/,"11,571","1,075",1.0,1/2023,English,1.0,1.0,319.9,1.0,55.0,340.0,32h 42m,Holczer Balazs,"261,254",32.0,4.5,,,,,1.0,0.0,0.0,4.3
145,Regression Analysis / Data Analytics in Regression,https://www.udemy.com/course/regression-statistics/,"5,753","1,048",1.0,11/2017,English,1.0,1.0,209.9,1.0,6.0,17.0,2h 9m,Quantitative  Specialists,"24,941",9.0,4.5,,,,,1.0,0.0,0.0,4.4
146,Learn Machine learning & AI (Including Hands-on 3 Projects),https://www.udemy.com/course/machine-learning-and-ai-with-hands-on-projects/,"256,354","1,044",1.0,9/2020,English,1.0,1.0,199.9,1.0,3.0,34.0,1h 57m,EdYoda Digital University,"1,058,871",15.0,4.3,,,,,0.0,0.0,0.0,4.2
147,Train YOLO for Object Detection with Custom Data,https://www.udemy.com/course/training-yolo-v3-for-objects-detection-with-custom-data/,"5,431","1,036",1.0,6/2022,English,1.0,1.0,209.9,1.0,9.0,58.0,7h 6m,Valentyn Sichkar,"5,840",2.0,4.5,,,,,1.0,0.0,0.0,4.7
148,Learn BERT - most powerful NLP algorithm by Google,https://www.udemy.com/course/bert-nlp-algorithm/,"6,383","1,033",3.0,4/2022,English,1.0,1.0,299.9,1.0,5.0,37.0,5h 29m,Martin Jocqueviel,"56,012",6.0,4.6,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.2
149,Deep Learning :Adv. Computer Vision (object detection+more!),https://www.udemy.com/course/advanced-computer-vision-transfer-learning-with-tensorflow/,"23,909","1,018",1.0,5/2021,English,1.0,1.0,69.9,1.0,10.0,34.0,7h 23m,Jay Bhatt,"28,549",3.0,3.9,,,,,0.0,0.0,0.0,4.3
150,Azure Synapse Analytics For Data Engineers -Hands On Project,https://www.udemy.com/course/azure-synapse-analytics-for-data-engineers/,"8,512","1,056",1.0,11/2022,English,1.0,1.0,123.9,1.0,19.0,132.0,13h 27m,Ramesh Retnasamy,"71,603",3.0,4.6,,,,,0.0,0.0,0.0,4.7
151,"Introduction to AI, Machine Learning and Data Science",https://www.udemy.com/course/introduction-to-ai-machine-learning-and-data-science/,"28,920",992,1.0,5/2020,English,1.0,1.0,69.9,1.0,4.0,15.0,32m total,Pradeep D,"56,647",3.0,4.1,,,,,0.0,0.0,0.0,3.9
152,Probability for Statistics and Data Science,https://www.udemy.com/course/probability-for-statistics-and-data-science/,"12,433",992,1.0,1/2020,English,1.0,3.0,349.9,1.0,5.0,46.0,3h 40m,365 Careers,"2,246,699",91.0,4.5,,,,,1.0,0.0,0.0,4.6
153,Want to be a Big Data Scientist?,https://www.udemy.com/course/what-to-be-a-big-data-scientist/,"12,538",969,1.0,3/2018,English,1.0,1.0,69.9,1.0,2.0,13.0,1h 25m,"V2 Maestros, LLC","76,742",7.0,4.2,,,,,0.0,0.0,0.0,4.7
154,Master Apache Spark - Hands On!,https://www.udemy.com/course/the-ultimate-apache-spark-with-java-course-hands-on/,"6,201",963,2.0,11/2021,English,1.0,1.0,229.9,1.0,6.0,32.0,6h 56m,Imtiaz Ahmad,"412,219",12.0,4.5,Job Ready Programmer Inc.,"67,824",4.0,4.6,0.0,0.0,0.0,4.7
155,Artificial Intelligence (ARS): Build the Most Powerful AI,https://www.udemy.com/course/artificial-intelligence-ars/,"9,347",944,4.0,1/2023,English,1.0,6.0,229.9,1.0,4.0,42.0,4h 52m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Kirill Eremenko,"2,310,664",59.0,4.5,0.0,0.0,0.0,4.7
156,Ultimate Python Bootcamp For Data Science & Machine Learning,https://www.udemy.com/course/data-analysis-with-pandas-a-complete-tutorial/,"180,538",939,1.0,3/2020,English,1.0,0.0,69.9,1.0,11.0,103.0,15h 45m,Pruthviraja L,"238,284",3.0,3.9,,,,,0.0,0.0,0.0,3.8
157,Architecting Big Data Solutions,https://www.udemy.com/course/architecting-big-data-solutions/,"5,060",937,1.0,1/2017,English,1.0,1.0,69.9,1.0,11.0,42.0,5h 24m,"V2 Maestros, LLC","76,742",7.0,4.2,,,,,0.0,0.0,0.0,3.7
158,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",https://www.udemy.com/course/from-0-1-machine-learning/,"8,728",899,1.0,1/2018,English,1.0,1.0,179.9,1.0,16.0,94.0,19h 50m,Loony Corn,"155,803",67.0,4.2,,,,,0.0,0.0,0.0,4.1
159,Artificial Neural Networks (ANN) with Keras in Python and R,https://www.udemy.com/course/deep-learning-with-keras-and-tensorflow-in-python-and-r/,"159,645",899,1.0,11/2022,English,1.0,1.0,69.9,1.0,19.0,58.0,8h 30m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,0.0,4.7
160,Optimization with Python: Solve Operations Research Problems,https://www.udemy.com/course/optimization-with-python-linear-nonlinear-and-cplex-gurobi/,"5,972",904,1.0,2/2023,English,1.0,1.0,349.9,1.0,15.0,103.0,12h 45m,Rafael Silva Pinto,"10,654",5.0,4.6,,,,,1.0,0.0,0.0,4.5
161,Complete Time Series Analysis With Python,https://www.udemy.com/course/complete-time-series-data-analysis-bootcamp-with-python/,"5,300",885,1.0,7/2021,English,1.0,1.0,209.9,1.0,8.0,52.0,4h 14m,Minerva Singh,"92,139",50.0,4.4,,,,,0.0,0.0,0.0,4.5
162,Machine Learning Classification Bootcamp in Python,https://www.udemy.com/course/machine-learning-classification/,"8,654",874,4.0,1/2023,English,1.0,3.0,279.9,1.0,9.0,82.0,11h 43m,"Dr. Ryan Ahmed, Ph.D., MBA","324,291",46.0,4.5,Mitchell Bouchard,"518,857",71.0,4.5,0.0,0.0,0.0,4.4
163,A Crash Course In PySpark,https://www.udemy.com/course/a-crash-course-in-pyspark/,"9,219",901,1.0,5/2020,English,1.0,1.0,69.9,1.0,5.0,19.0,1h 15m,Kieran Keene,"38,176",3.0,4.5,,,,,0.0,0.0,0.0,4.5
