,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
0,Machine Learning A-Z™: Python & R in Data Science [2023],https://www.udemy.com/course/machinelearning/,"922,067","166,060",4.0,2/2023,English,1.0,14.0,399.9,1.0,46.0,382.0,42h 34m,Kirill Eremenko,"2,310,664",59.0,4.5,Hadelin de Ponteves,"1,671,787",42.0,4.5,1.0,0.0,0.0,4.5
1,Python for Data Science and Machine Learning Bootcamp,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,"618,002","126,865",1.0,5/2020,English,1.0,15.0,349.9,1.0,27.0,165.0,24h 54m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.6
2,The Data Science Course 2023: Complete Data Science Bootcamp,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,"570,308","119,395",2.0,12/2022,English,1.0,16.0,399.9,1.0,,,,365 Careers,"2,246,699",91.0,4.5,365 Careers Team,"727,304",3.0,4.6,0.0,0.0,0.0,4.6
3,R Programming A-Z™: R For Data Science With Real Exercises!,https://www.udemy.com/course/r-programming/,"249,326","49,393",3.0,1/2023,English,1.0,15.0,349.9,1.0,8.0,78.0,10h 35m,Kirill Eremenko,"2,310,664",59.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.6
4,Deep Learning A-Z™: Hands-On Artificial Neural Networks,https://www.udemy.com/course/deeplearning/,"349,233","42,086",4.0,2/2023,English,1.0,12.0,399.9,1.0,26.0,169.0,22h 33m,Kirill Eremenko,"2,310,664",59.0,4.5,Hadelin de Ponteves,"1,671,787",42.0,4.5,0.0,0.0,0.0,4.6
5,Statistics for Data Science and Business Analysis,https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/,"166,843","36,078",2.0,12/2022,English,1.0,16.0,399.9,1.0,18.0,92.0,4h 51m,365 Careers,"2,246,699",91.0,4.5,365 Careers Team,"727,304",3.0,4.6,1.0,0.0,0.0,4.6
6,Data Science A-Z™: Real-Life Data Science Exercises Included,https://www.udemy.com/course/datascience/,"210,728","32,839",3.0,1/2023,English,1.0,10.0,329.9,1.0,28.0,216.0,21h 12m,Kirill Eremenko,"2,310,664",59.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.5
7,"Machine Learning, Data Science and Deep Learning with Python",https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,"172,722","28,498",3.0,9/2022,English,1.0,12.0,89.9,1.0,13.0,116.0,15h 36m,Sundog Education by Frank Kane,"687,720",33.0,4.5,Frank Kane,"636,593",26.0,4.6,0.0,0.0,0.0,4.6
8,Python A-Z™: Python For Data Science With Real Exercises!,https://www.udemy.com/course/python-coding/,"151,395","25,590",3.0,1/2023,English,1.0,7.0,349.9,1.0,8.0,71.0,11h 5m,Kirill Eremenko,"2,310,664",59.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.6
9,Artificial Intelligence A-Z™: Learn How To Build An AI,https://www.udemy.com/course/artificial-intelligence-az/,"196,457","22,530",6.0,2/2023,English,1.0,16.0,399.9,1.0,19.0,125.0,16h 58m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Kirill Eremenko,"2,310,664",59.0,4.5,1.0,0.0,0.0,4.4
10,Spark and Python for Big Data with PySpark,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,"113,288","20,827",1.0,5/2020,English,1.0,16.0,349.9,1.0,18.0,67.0,10h 35m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.5
11,Data Analysis with Pandas and Python,https://www.udemy.com/course/data-analysis-with-pandas/,"177,816","18,806",1.0,1/2023,English,1.0,26.0,69.9,1.0,15.0,207.0,22h 0m,Boris Paskhaver,"350,927",7.0,4.7,,,,,1.0,1.0,0.0,4.7
12,Complete Guide to TensorFlow for Deep Learning with Python,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/,"93,696","16,608",1.0,4/2020,English,1.0,13.0,349.9,1.0,13.0,96.0,14h 9m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.2
13,Apache Spark with Scala - Hands On with Big Data!,https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,"89,690","16,541",3.0,9/2022,English,1.0,10.0,69.9,1.0,10.0,69.0,8h 58m,Sundog Education by Frank Kane,"687,720",33.0,4.5,Frank Kane,"636,593",26.0,4.6,1.0,0.0,0.0,4.6
14,Data Science and Machine Learning Bootcamp with R,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,"87,633","15,754",1.0,12/2020,English,1.0,16.0,349.9,1.0,35.0,128.0,17h 45m,Jose Portilla,"3,244,349",59.0,4.6,,,,,1.0,0.0,0.0,4.6
15,Complete Machine Learning & Data Science Bootcamp 2023,https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,"87,278","14,496",3.0,2/2023,English,1.0,15.0,459.9,1.0,,,,Andrei Neagoie,"977,488",26.0,4.6,Daniel Bourke,"125,604",3.0,4.7,0.0,1.0,0.0,4.6
16,Taming Big Data with Apache Spark and Python - Hands On!,https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,"86,890","14,346",3.0,1/2023,English,1.0,12.0,89.9,1.0,8.0,66.0,6h 57m,Sundog Education by Frank Kane,"687,720",33.0,4.5,Frank Kane,"636,593",26.0,4.6,0.0,0.0,0.0,4.5
17,NLP - Natural Language Processing with Python,https://www.udemy.com/course/nlp-natural-language-processing-with-python/,"66,691","12,955",1.0,9/2019,English,1.0,14.0,349.9,1.0,9.0,80.0,11h 24m,Jose Portilla,"3,244,349",59.0,4.6,,,,,1.0,0.0,0.0,4.6
18,Introduction to Machine Learning for Data Science,https://www.udemy.com/course/machine-learning-for-data-science/,"58,709","12,645",1.0,7/2020,English,1.0,7.0,279.9,1.0,14.0,62.0,5h 33m,David Valentine,"86,232",2.0,4.5,,,,,1.0,0.0,0.0,4.5
19,Data Science: Natural Language Processing (NLP) in Python,https://www.udemy.com/course/data-science-natural-language-processing-in-python/,"43,910","11,399",1.0,2/2023,English,1.0,5.0,279.9,1.0,15.0,88.0,11h 52m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
20,Python for Machine Learning & Data Science Masterclass,https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,"84,168","11,076",1.0,9/2021,English,1.0,15.0,329.9,1.0,26.0,231.0,44h 4m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,1.0,0.0,4.6
21,Statistics for Business Analytics and Data Science A-Z™,https://www.udemy.com/course/data-statistics/,"58,425","10,407",3.0,1/2023,English,1.0,10.0,349.9,1.0,6.0,41.0,6h 2m,Kirill Eremenko,"2,310,664",59.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.5
22,Artificial Intelligence: Reinforcement Learning in Python,https://www.udemy.com/course/artificial-intelligence-reinforcement-learning-in-python/,"43,413","9,537",2.0,2/2023,English,1.0,6.0,279.9,0.0,14.0,111.0,14h 43m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.7
23,Data Science: Deep Learning and Neural Networks in Python,https://www.udemy.com/course/data-science-deep-learning-in-python/,"52,293","8,814",1.0,2/2023,English,1.0,3.0,279.9,1.0,14.0,89.0,12h 8m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
24,Tensorflow 2.0: Deep Learning and Artificial Intelligence,https://www.udemy.com/course/deep-learning-tensorflow-2/,"41,913","8,642",2.0,2/2023,English,1.0,1.0,319.9,1.0,21.0,136.0,23h 27m,Lazy Programmer Inc.,"522,205",32.0,4.7,Lazy Programmer Team,"185,342",16.0,4.7,0.0,0.0,0.0,4.7
25,R Programming: Advanced Analytics In R For Data Science,https://www.udemy.com/course/r-analytics/,"58,475","8,312",3.0,1/2023,English,1.0,10.0,319.9,1.0,5.0,53.0,5h 58m,Kirill Eremenko,"2,310,664",59.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,1.0,0.0,0.0,4.5
26,Interactive Python Dashboards with Plotly and Dash,https://www.udemy.com/course/interactive-python-dashboards-with-plotly-and-dash/,"44,214","8,105",1.0,9/2019,English,1.0,1.0,299.9,1.0,13.0,69.0,9h 43m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.6
27,DP-900 Azure Data Fundamentals Exam Prep In One Day,https://www.udemy.com/course/dp900-azure/,"41,358","8,057",2.0,2/2023,English,1.0,1.0,105.9,1.0,12.0,49.0,4h 12m,Scott Duffy  • 800.000+ Students,"891,808",49.0,4.5,Software Architect.ca,"868,389",42.0,4.5,1.0,0.0,1.0,4.5
28,Natural Language Processing with Deep Learning in Python,https://www.udemy.com/course/natural-language-processing-with-deep-learning-in-python/,"43,305","7,240",1.0,2/2023,English,1.0,7.0,259.9,1.0,13.0,95.0,12h 2m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
29,Complete Tensorflow 2 and Keras Deep Learning Bootcamp,https://www.udemy.com/course/complete-tensorflow-2-and-keras-deep-learning-bootcamp/,"42,839","7,042",1.0,6/2022,English,1.0,1.0,399.9,1.0,13.0,116.0,19h 12m,Jose Portilla,"3,244,349",59.0,4.6,,,,,1.0,0.0,0.0,4.7
30,"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs",https://www.udemy.com/course/computer-vision-a-z/,"46,350","6,398",4.0,1/2023,English,1.0,11.0,319.9,1.0,12.0,85.0,11h 5m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Kirill Eremenko,"2,310,664",59.0,4.5,1.0,0.0,0.0,4.2
31,TensorFlow Developer Certificate in 2023: Zero to Mastery,https://www.udemy.com/course/tensorflow-developer-certificate-machine-learning-zero-to-mastery/,"46,926","6,318",3.0,2/2023,English,1.0,1.0,349.9,1.0,,,,Andrei Neagoie,"977,488",26.0,4.6,Daniel Bourke,"125,604",3.0,4.7,0.0,1.0,0.0,4.7
32,Bayesian Machine Learning in Python: A/B Testing,https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,"33,699","5,891",1.0,2/2023,English,1.0,4.0,349.9,1.0,11.0,79.0,10h 26m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.7
33,Probability and Statistics for Business and Data Science,https://www.udemy.com/course/probability-and-statistics-for-business-and-data-science/,"30,820","5,876",1.0,9/2019,English,1.0,8.0,299.9,1.0,9.0,53.0,5h 14m,Jose Portilla,"3,244,349",59.0,4.6,,,,,1.0,0.0,0.0,4.6
34,The Complete Machine Learning Course with Python,https://www.udemy.com/course/machine-learning-course-with-python/,"33,452","5,841",3.0,1/2020,English,1.0,3.0,319.9,1.0,13.0,111.0,17h 18m,Codestars • over 2 million students worldwide!,"2,195,877",80.0,4.5,Anthony NG,"70,511",1.0,4.3,0.0,0.0,0.0,4.3
35,Deep Learning Prerequisites: Linear Regression in Python,https://www.udemy.com/course/data-science-linear-regression-in-python/,"31,185","5,754",1.0,2/2023,English,1.0,1.0,349.9,1.0,9.0,53.0,6h 21m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,1.0,0.0,0.0,4.6
36,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)",https://www.udemy.com/course/advanced-computer-vision/,"32,739","5,281",1.0,2/2023,English,1.0,7.0,319.9,1.0,16.0,110.0,15h 38m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.7
37,Deep Learning: Advanced Natural Language Processing and RNNs,https://www.udemy.com/course/deep-learning-advanced-nlp/,"28,293","5,248",1.0,2/2023,English,1.0,7.0,299.9,1.0,11.0,65.0,8h 17m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
38,Scala and Spark for Big Data and Machine Learning,https://www.udemy.com/course/scala-and-spark-for-big-data-and-machine-learning/,"30,493","5,166",1.0,9/2019,English,1.0,8.0,199.9,1.0,17.0,80.0,10h 11m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.4
39,Machine Learning & Deep Learning in Python & R,https://www.udemy.com/course/data_science_a_to_z/,"358,274","5,093",1.0,11/2022,English,1.0,1.0,105.9,1.0,41.0,267.0,33h 4m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,0.0,4.4
40,Complete 2022 Data Science & Machine Learning Bootcamp,https://www.udemy.com/course/python-data-science-machine-learning-bootcamp/,"42,857","5,088",2.0,8/2020,English,1.0,1.0,329.9,1.0,13.0,207.0,41h 16m,Philipp Muellauer,"77,402",1.0,4.6,Dr. Angela Yu,"1,925,467",9.0,4.7,0.0,1.0,0.0,4.6
41,Deep Learning: Convolutional Neural Networks in Python,https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,"34,153","5,103",1.0,2/2023,English,1.0,7.0,349.9,1.0,15.0,75.0,13h 21m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
42,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,https://www.udemy.com/course/sqldatabases/,"29,000","4,964",4.0,1/2023,English,1.0,6.0,349.9,1.0,10.0,103.0,12h 35m,Kirill Eremenko,"2,310,664",59.0,4.5,Ilya Eremenko,"70,741",4.0,4.5,1.0,0.0,0.0,4.5
43,Statistics for Data Analysis Using Excel 2016,https://www.udemy.com/course/statistics-using-excel/,"21,280","4,944",1.0,12/2022,English,1.0,1.0,299.9,1.0,11.0,114.0,14h 25m,"Sandeep Kumar, ­ Quality Gurus Inc.","228,258",38.0,4.6,,,,,1.0,0.0,0.0,4.6
44,Advanced AI: Deep Reinforcement Learning in Python,https://www.udemy.com/course/deep-reinforcement-learning-in-python/,"36,412","4,894",2.0,2/2023,English,1.0,5.0,105.9,0.0,12.0,79.0,10h 39m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.6
45,Apache Spark 3 - Spark Programming in Python for Beginners,https://www.udemy.com/course/apache-spark-programming-in-python-for-beginners/,"28,011","4,929",2.0,1/2023,English,1.0,7.0,69.9,1.0,12.0,74.0,8h 55m,Prashant Kumar Pandey,"86,568",12.0,4.6,Learning Journal,"86,568",12.0,4.6,1.0,0.0,0.0,4.5
46,Intro to Data Science: Your Step-by-Step Guide To Starting,https://www.udemy.com/course/intro-to-data-science/,"18,679","4,672",4.0,1/2023,English,1.0,1.0,229.9,1.0,7.0,41.0,5h 13m,Kirill Eremenko,"2,310,664",59.0,4.5,Hadelin de Ponteves,"1,671,787",42.0,4.5,0.0,0.0,0.0,4.4
47,Cluster Analysis and Unsupervised Machine Learning in Python,https://www.udemy.com/course/cluster-analysis-unsupervised-machine-learning-python/,"24,668","4,643",2.0,2/2023,English,1.0,3.0,105.9,0.0,8.0,56.0,7h 57m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.6
48,Deployment of Machine Learning Models,https://www.udemy.com/course/deployment-of-machine-learning-models/,"28,841","4,474",2.0,2/2023,English,1.0,1.0,199.9,1.0,14.0,147.0,10h 22m,Soledad Galli,"48,894",7.0,4.6,Christopher Samiullah,"30,418",2.0,4.4,1.0,0.0,0.0,4.5
49,R Programming for Statistics and Data Science 2023,https://www.udemy.com/course/r-programming-for-statistics-and-data-science/,"25,594","4,423",2.0,1/2021,English,1.0,1.0,319.9,1.0,12.0,126.0,6h 41m,365 Careers,"2,246,699",91.0,4.5,365 Simona (The 365 Team),"196,227",1.0,4.5,1.0,0.0,0.0,4.7
50,Deep Learning: Recurrent Neural Networks in Python,https://www.udemy.com/course/deep-learning-recurrent-neural-networks-in-python/,"32,033","4,255",1.0,2/2023,English,1.0,6.0,349.9,1.0,13.0,73.0,12h 55m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.6
51,Mathematical Foundations of Machine Learning,https://www.udemy.com/course/machine-learning-data-science-foundations-masterclass/,"103,738","4,128",3.0,7/2022,English,1.0,3.0,349.9,1.0,11.0,113.0,16h 25m,Dr Jon Krohn,"104,108",2.0,4.6,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.6
52,Python & Machine Learning for Financial Analysis,https://www.udemy.com/course/ml-and-python-in-finance-real-cases-and-practical-solutions/,"96,929","4,072",2.0,7/2022,English,1.0,1.0,279.9,1.0,20.0,131.0,23h 1m,"Dr. Ryan Ahmed, Ph.D., MBA","324,291",46.0,4.5,Mitchell Bouchard,"518,857",71.0,4.5,0.0,0.0,0.0,4.3
53,Deep Learning Prerequisites: Logistic Regression in Python,https://www.udemy.com/course/data-science-logistic-regression-in-python/,"28,440","3,865",1.0,2/2023,English,1.0,3.0,349.9,1.0,11.0,59.0,6h 51m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,1.0,0.0,0.0,4.5
54,PyTorch for Deep Learning with Python Bootcamp,https://www.udemy.com/course/pytorch-for-deep-learning-with-python-bootcamp/,"24,932","3,792",1.0,9/2019,English,1.0,1.0,399.9,1.0,12.0,97.0,17h 0m,Jose Portilla,"3,244,349",59.0,4.6,,,,,1.0,0.0,0.0,4.7
55,The Complete Self-Driving Car Course - Applied Deep Learning,https://www.udemy.com/course/applied-deep-learningtm-the-complete-self-driving-car-course/,"21,931","3,765",4.0,5/2021,English,1.0,5.0,349.9,1.0,14.0,171.0,18h 7m,Rayan Slim,"176,450",7.0,4.6,Amer Sharaf,"77,415",2.0,4.6,0.0,0.0,0.0,4.6
56,Unsupervised Machine Learning Hidden Markov Models in Python,https://www.udemy.com/course/unsupervised-machine-learning-hidden-markov-models-in-python/,"25,604","3,669",2.0,2/2023,English,1.0,1.0,105.9,0.0,13.0,64.0,9h 48m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.6
57,Introduction to Natural Language Processing (NLP),https://www.udemy.com/course/natural-language-processing/,"13,781","3,582",1.0,3/2018,English,1.0,1.0,209.9,1.0,8.0,41.0,3h 0m,Brian Sacash,"13,781",1.0,4.6,,,,,0.0,0.0,0.0,4.6
58,Streaming Big Data with Spark Streaming and Scala,https://www.udemy.com/course/taming-big-data-with-spark-streaming-hands-on/,"25,537","3,364",3.0,10/2022,English,1.0,1.0,69.9,1.0,9.0,38.0,6h 26m,Sundog Education by Frank Kane,"687,720",33.0,4.5,Frank Kane,"636,593",26.0,4.6,0.0,0.0,0.0,4.3
59,Artificial Intelligence for Business,https://www.udemy.com/course/ai-for-business/,"24,621","3,369",4.0,1/2023,English,1.0,7.0,279.9,1.0,18.0,117.0,15h 4m,Hadelin de Ponteves,"1,671,787",42.0,4.5,Kirill Eremenko,"2,310,664",59.0,4.5,0.0,0.0,0.0,4.4
60,AWS Certified Machine Learning Specialty MLS-C01 [2023],https://www.udemy.com/course/aws-machine-learning-a-complete-guide-with-python/,"27,887","3,317",1.0,2/2023,English,1.0,1.0,329.9,1.0,26.0,258.0,17h 50m,Chandra Lingam,"111,613",10.0,4.5,,,,,1.0,0.0,1.0,4.5
61,Deep Learning with Python and Keras,https://www.udemy.com/course/deep-learning-with-python-and-keras/,"23,346","3,119",3.0,12/2018,English,1.0,3.0,319.9,1.0,9.0,148.0,9h 56m,Data Weekends,"24,588",3.0,4.5,Jose Portilla,"3,244,349",59.0,4.6,0.0,0.0,0.0,4.5
62,Artificial Intelligence & Machine Learning for Business,https://www.udemy.com/course/artificial-intelligence-machine-learning-business/,"10,846","3,102",1.0,6/2019,English,1.0,1.0,249.9,1.0,15.0,48.0,5h 42m,Analytics Vidhya,"30,064",4.0,4.5,,,,,1.0,0.0,0.0,4.5
63,An Introduction to Machine Learning for Data Engineers,https://www.udemy.com/course/an-introduction-to-machine-learning-for-data-engineers/,"9,585","3,070",1.0,2/2022,English,1.0,1.0,69.9,1.0,7.0,46.0,1h 10m,Mike West,"240,510",50.0,4.2,,,,,1.0,0.0,0.0,4.4
64,R Level 1 - Data Analytics with R,https://www.udemy.com/course/r-level1/,"15,464","3,030",1.0,4/2019,English,1.0,1.0,209.9,1.0,9.0,87.0,8h 42m,R-Tutorials Training,"267,371",24.0,4.4,,,,,0.0,0.0,0.0,4.4
65,Data Science: Modern Deep Learning in Python,https://www.udemy.com/course/data-science-deep-learning-in-theano-tensorflow/,"33,204","3,038",1.0,2/2023,English,1.0,7.0,319.9,1.0,21.0,89.0,11h 23m,Lazy Programmer Inc.,"522,205",32.0,4.7,,,,,0.0,0.0,0.0,4.8
66,Machine Learning with Javascript,https://www.udemy.com/course/machine-learning-with-javascript/,"27,934","2,906",1.0,2/2023,English,1.0,3.0,349.9,1.0,15.0,187.0,17h 40m,Stephen Grider,"1,209,958",32.0,4.7,,,,,1.0,0.0,0.0,4.7
67,Python-Introduction to Data Science and Machine learning A-Z,https://www.udemy.com/course/python-introduction-to-data-science-and-machine-learning-a-z/,"256,786","2,852",1.0,12/2022,English,1.0,1.0,229.9,1.0,9.0,53.0,7h 21m,Yassin Marco,"1,307,769",25.0,4.2,,,,,0.0,0.0,0.0,4.1
68,R Programming For Absolute Beginners,https://www.udemy.com/course/r-programming-course-for-absolute-beginners/,"154,407","2,846",1.0,6/2017,English,1.0,1.0,139.9,1.0,11.0,119.0,9h 32m,Bogdan Anastasiei,"297,538",14.0,4.5,,,,,0.0,0.0,0.0,4.6
69,Feature Engineering for Machine Learning,https://www.udemy.com/course/feature-engineering-for-machine-learning/,"19,434","2,812",1.0,2/2023,English,1.0,1.0,349.9,1.0,18.0,174.0,12h 49m,Soledad Galli,"48,894",7.0,4.6,,,,,0.0,0.0,0.0,4.7
70,Data Science: Supervised Machine Learning in Python,https://www.udemy.com/course/data-science-supervised-machine-learning-in-python/,"20,112","2,694",2.0,2/2023,English,1.0,1.0,105.9,0.0,12.0,53.0,6h 24m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.6
71,Machine Learning Practical: 6 Real-World Applications,https://www.udemy.com/course/machine-learning-practical/,"19,793","2,682",4.0,1/2023,English,1.0,1.0,259.9,1.0,8.0,82.0,8h 37m,"Dr. Ryan Ahmed, Ph.D., MBA","324,291",46.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.4
72,Deep Learning: GANs and Variational Autoencoders,https://www.udemy.com/course/deep-learning-gans-and-variational-autoencoders/,"24,705","2,669",2.0,2/2023,English,1.0,1.0,105.9,0.0,9.0,54.0,7h 46m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.6
73,Data Science 2022 : Complete Data Science & Machine Learning,https://www.udemy.com/course/complete-data-science-and-machine-learning-using-python/,"17,823","2,647",2.0,10/2021,English,1.0,1.0,319.9,1.0,,,,Jitesh Khurkhuriya,"56,947",5.0,4.5,"Python, Data Science & Machine Learning A-Z Team","56,524",4.0,4.5,0.0,0.0,0.0,4.6
74,Python for Statistical Analysis,https://www.udemy.com/course/python-for-statistical-analysis/,"53,501","2,545",3.0,12/2022,English,1.0,1.0,299.9,1.0,6.0,56.0,8h 38m,Samuel Hinton,"89,510",4.0,4.5,Ligency I Team,"2,318,090",148.0,4.6,0.0,0.0,0.0,4.5
75,Careers in Data Science A-Z™,https://www.udemy.com/course/careers-in-data-science-a-ztm/,"12,753","2,538",4.0,1/2023,English,1.0,1.0,229.9,1.0,8.0,51.0,3h 34m,Kirill Eremenko,"2,310,664",59.0,4.5,Hadelin de Ponteves,"1,671,787",42.0,4.5,0.0,0.0,0.0,4.4
76,Introduction to Time Series Analysis and Forecasting in R,https://www.udemy.com/course/time-series-analysis-and-forecasting-in-r/,"13,053","2,521",1.0,3/2019,English,1.0,1.0,279.9,1.0,8.0,74.0,8h 32m,R-Tutorials Training,"267,371",24.0,4.4,,,,,1.0,0.0,0.0,4.2
77,Data Science Career Guide - Interview Preparation,https://www.udemy.com/course/data-science-career-guide-interview-preparation/,"20,288","2,454",1.0,9/2019,English,1.0,7.0,319.9,1.0,12.0,110.0,4h 0m,Jose Portilla,"3,244,349",59.0,4.6,,,,,0.0,0.0,0.0,4.6
78,The Beginner's Guide to Artificial Intelligence (Unity 2022),https://www.udemy.com/course/artificial-intelligence-in-unity/,"38,832","2,315",2.0,8/2022,English,1.0,3.0,69.9,1.0,23.0,185.0,30h 10m,Penny de Byl,"143,198",30.0,4.6,Penny @Holistic3D.com,"143,198",30.0,4.6,1.0,0.0,0.0,4.7
79,Complete Machine Learning with R Studio - ML for 2023,https://www.udemy.com/course/machine-learning-with-r-studio/,"254,881","2,289",1.0,11/2022,English,1.0,1.0,105.9,1.0,22.0,112.0,11h 59m,Start-Tech Academy,"1,590,131",53.0,4.5,,,,,1.0,0.0,0.0,4.4
80,Deep Learning with TensorFlow 2.0 [2023],https://www.udemy.com/course/machine-learning-with-tensorflow-for-business-intelligence/,"20,002","2,233",2.0,11/2020,English,1.0,7.0,249.9,1.0,16.0,111.0,5h 55m,365 Careers,"2,246,699",91.0,4.5,365 Careers Team,"727,304",3.0,4.6,1.0,0.0,0.0,4.5
81,Unsupervised Deep Learning in Python,https://www.udemy.com/course/unsupervised-deep-learning-in-python/,"19,929","2,145",2.0,2/2023,English,1.0,1.0,123.9,0.0,14.0,79.0,10h 10m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.8
82,Data Integration Guide,https://www.udemy.com/course/data-integration-guide/,"6,665","2,176",1.0,2/2023,English,1.0,1.0,139.9,1.0,11.0,39.0,2h 16m,Ahmed Fessi,"9,558",2.0,4.5,,,,,1.0,0.0,0.0,4.5
83,Machine Learning- From Basics to Advanced,https://www.udemy.com/course/step-by-step-guide-to-machine-learning-course/,"281,795","1,965",2.0,4/2020,English,1.0,0.0,209.9,1.0,5.0,16.0,6h 49m,EdYoda Digital University,"1,058,871",15.0,4.3,Awantik Das,"281,795",1.0,4.3,0.0,0.0,0.0,4.3
84,Docker Course for Beginners,https://www.udemy.com/course/docker-container-course-for-beginners/,"169,460","1,947",1.0,6/2020,English,1.0,1.0,105.9,1.0,3.0,11.0,1h 27m,EdYoda Digital University,"1,058,871",15.0,4.3,,,,,0.0,0.0,0.0,4.1
85,Statistics for Data Analysis Using R,https://www.udemy.com/course/statistics-using-r/,"10,460","1,913",1.0,9/2021,English,1.0,1.0,279.9,1.0,10.0,111.0,12h 25m,"Sandeep Kumar, ­ Quality Gurus Inc.","228,258",38.0,4.6,,,,,0.0,0.0,0.0,4.5
86,"Ensemble Machine Learning in Python: Random Forest, AdaBoost",https://www.udemy.com/course/machine-learning-in-python-random-forest-adaboost/,"14,920","1,930",2.0,2/2023,English,1.0,1.0,105.9,0.0,10.0,44.0,5h 42m,Lazy Programmer Team,"185,342",16.0,4.7,Lazy Programmer Inc.,"522,205",32.0,4.7,0.0,0.0,0.0,4.7
