,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
99,Apache Spark 3 - Databricks Certified Associate Developer,https://www.udemy.com/course/apache-spark-3-databricks-certified-associate-developer/,9277,1567,1,22-May,English,1,1,179.9,1,6.0,35.0,4.533333333333333,Wadson Guimatsa,28387.0,4,4.4,0,0.0,0.0,0,1,0,1,4.4
100,Applied Statistical Modeling for Data Analysis in R,https://www.udemy.com/course/applied-statistical-modeling-for-data-analysis-in-r/,10426,1553,1,22-Oct,English,1,1,319.9,1,9.0,72.0,9.816666666666666,Minerva Singh,92139.0,50,4.4,0,0.0,0.0,0,1,0,0,4.3
101,Artificial Intelligence Masterclass,https://www.udemy.com/course/artificial-intelligence-masterclass/,15108,1553,4,23-Jan,English,1,1,279.9,1,13.0,88.0,11.983333333333333,Hadelin de Ponteves,1671787.0,42,4.5,1,2310664.0,59.0,4.5,0,0,0,4.2
102,Artificial Intelligence in Web Design + Live Class,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,197447,1552,2,23-Jan,English,1,1,69.9,1,3.0,22.0,3.8166666666666664,Srinidhi Ranganathan,954276.0,122,3.9,1,648550.0,46.0,4,0,0,0,4.0
103,Databricks Fundamentals & Apache Spark Core,https://www.udemy.com/course/databricks-fundamentals-apache-spark-core/,19128,1556,1,21-Sep,English,1,1,259.9,1,7.0,71.0,12.133333333333333,Wadson Guimatsa,28387.0,4,4.4,0,0.0,0.0,0,0,0,0,4.4
104,"The Complete Neural Networks Bootcamp: Theory, Applications",https://www.udemy.com/course/the-complete-neural-networks-bootcamp-theory-applications/,13141,1528,1,21-Nov,English,1,1,349.9,1,39.0,306.0,43.78333333333333,Fawaz Sammani,58400.0,3,4.3,0,0.0,0.0,0,0,0,0,4.3
105,Modern Natural Language Processing in Python,https://www.udemy.com/course/modern-nlp/,47723,1509,3,21-Nov,English,1,1,259.9,1,5.0,38.0,5.766666666666667,Martin Jocqueviel,56012.0,6,4.6,1,2318090.0,148.0,4.6,0,0,0,4.7
106,Hands On Natural Language Processing (NLP) using Python,https://www.udemy.com/course/hands-on-natural-language-processing-using-python/,9079,1496,1,19-Sep,English,1,1,259.9,1,11.0,93.0,10.55,Next Edge Coding,21975.0,3,4.2,0,0.0,0.0,0,1,0,0,4.2
107,Apache Cassandra in 2 hours,https://www.udemy.com/course/learn-cassandra-from-scratch/,10452,1499,1,21-Nov,English,1,1,69.9,1,7.0,26.0,2.0,Navdeep Kaur,52693.0,8,4.3,0,0.0,0.0,0,0,0,0,4.2
108,AWS SageMaker Practical for Beginners | Build 6 Projects,https://www.udemy.com/course/practical-aws-sagemaker-6-real-world-case-studies/,9376,1494,4,21-Apr,English,1,1,299.9,1,8.0,109.0,16.233333333333334,"Dr. Ryan Ahmed, Ph.D., MBA",324291.0,46,4.5,1,2318090.0,148.0,4.6,1,0,0,4.5
109,Machine Learning Practical Workout | 8 Real-World Projects,https://www.udemy.com/course/deep-learning-machine-learning-practical/,15217,1427,4,23-Jan,English,1,1,279.9,1,11.0,90.0,14.233333333333333,"Dr. Ryan Ahmed, Ph.D., MBA",324291.0,46,4.5,1,2318090.0,148.0,4.6,0,0,0,4.3
110,Complete Linear Regression Analysis in Python,https://www.udemy.com/course/machine-learning-basics-building-regression-model-in-python/,158438,1371,1,22-Nov,English,1,1,69.9,1,9.0,75.0,7.466666666666667,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,1,0,0,4.5
111,Statistics / Data Analysis in SPSS: Inferential Statistics,https://www.udemy.com/course/inferential-statistics-spss/,8852,1368,1,15-Jun,English,1,1,329.9,1,9.0,32.0,4.85,Quantitative  Specialists,24941.0,9,4.5,0,0.0,0.0,0,1,0,0,4.5
112,Deep Learning Foundation : Linear Regression and Statistics,https://www.udemy.com/course/linear-regression-in-python-statistics-and-coding/,9201,1361,1,21-Feb,English,1,1,69.9,1,8.0,44.0,6.516666666666667,Jay Bhatt,28549.0,3,3.9,0,0.0,0.0,0,0,0,0,3.4
113,Time Series Analysis and Forecasting using Python,https://www.udemy.com/course/machine-learning-time-series-forecasting-in-python/,149578,1365,1,22-Nov,English,1,1,105.9,1,28.0,100.0,13.3,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,0,0,0,4.4
114,Artificial Intelligence in Digital Marketing + Live Class,https://www.udemy.com/course/artificial-intelligence-in-digital-marketing/,157317,1369,2,23-Feb,English,1,1,69.9,1,6.0,73.0,12.183333333333334,Srinidhi Ranganathan,954276.0,122,3.9,1,648550.0,46.0,4,1,0,0,4.1
115,Learn DBT from Scratch,https://www.udemy.com/course/learn-dbt-from-scratch/,7014,1352,1,20-Aug,English,1,1,69.9,1,6.0,31.0,3.05,Jeremy Holtzman,7183.0,3,4.3,0,0.0,0.0,0,1,0,0,4.3
116,PySpark & AWS: Master Big Data With PySpark and AWS,https://www.udemy.com/course/pyspark-aws-master-big-data-with-pyspark-and-aws/,9636,1339,2,23-Feb,English,1,1,319.9,1,9.0,197.0,19.416666666666668,AI Sciences,44913.0,22,4.3,1,25024.0,21.0,4.3,1,0,0,4.3
117,"Time Series Analysis, Forecasting, and Machine Learning",https://www.udemy.com/course/time-series-analysis/,5067,1322,2,23-Feb,English,1,1,279.9,0,17.0,171.0,23.166666666666668,Lazy Programmer Team,185342.0,16,4.7,1,522205.0,32.0,4.7,0,0,0,4.7
118,Learn Data Science & Machine Learning with R from A-Z,https://www.udemy.com/course/data-science-and-machine-learning-with-r-from-a-z/,94985,1308,2,21-Jan,English,1,1,249.9,1,15.0,80.0,28.65,Juan E. Galvan,514036.0,15,4.4,1,115047.0,2.0,4.1,0,0,0,4.2
119,Scraping and Data Mining for Beginners and Pros,https://www.udemy.com/course/scraping-and-data-mining-for-beginners-and-pros-y/,29276,1305,1,22-Oct,English,1,1,69.9,1,7.0,13.0,1.0333333333333334,Ala Shiban,56587.0,4,4.2,0,0.0,0.0,0,0,0,0,4.1
120,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,https://www.udemy.com/course/complete-dbt-data-build-tool-bootcamp-zero-to-hero-learn-dbt/,8098,1365,2,23-Feb,English,1,1,179.9,1,18.0,82.0,5.233333333333333,Zoltan C. Toth,8098.0,1,4.5,1,8098.0,1.0,4.5,1,0,0,4.5
121,Deploying AI & Machine Learning Models for Business | Python,https://www.udemy.com/course/deploy-data-science-nlp-models-with-docker-containers/,6784,1275,1,18-Jun,English,1,1,179.9,1,8.0,54.0,4.2,UNP United Network of Professionals,25745.0,2,4.4,0,0.0,0.0,0,1,0,0,4.5
122,MLOps Fundamentals: CI/CD/CT Pipelines of ML with Azure Demo,https://www.udemy.com/course/mlops-course/,6375,1271,1,22-Jul,English,1,1,159.9,1,11.0,35.0,2.8833333333333333,J Garg - Real Time Learning,38295.0,6,4.3,0,0.0,0.0,0,1,0,0,4.2
123,Financial Engineering and Artificial Intelligence in Python,https://www.udemy.com/course/ai-finance/,6303,1252,2,23-Feb,English,1,1,279.9,0,16.0,147.0,21.466666666666665,Lazy Programmer Team,185342.0,16,4.7,1,522205.0,32.0,4.7,0,0,0,4.7
124,Full stack web development and AI with Python (Django),https://www.udemy.com/course/unaicorn/,8367,1242,1,20-Jul,English,1,1,279.9,1,19.0,389.0,39.483333333333334,John Harper,13540.0,5,4.4,0,0.0,0.0,0,1,0,0,4.5
125,Mathematical Foundation For Machine Learning and AI,https://www.udemy.com/course/mathematical-foundation-for-machine-learning-and-ai/,7277,1237,2,18-Dec,English,1,0,159.9,1,5.0,19.0,4.266666666666667,Eduonix Learning Solutions,1251583.0,237,3.9,1,1226081.0,170.0,3.9,0,0,0,4.1
126,Data Science: Python for Data Analysis 2023 Full Bootcamp,https://www.udemy.com/course/mastering-python-data-handling-analysis-and-visualization/,137524,1242,2,22-Oct,English,1,1,259.9,1,13.0,76.0,6.166666666666667,Ahmed Ibrahim,480124.0,14,4.3,1,623893.0,14.0,4.3,1,0,0,4.5
127,Neural Networks in Python: Deep Learning for Beginners,https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/,123195,1221,1,22-Nov,English,1,1,69.9,1,19.0,67.0,9.25,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,1,0,1,4.5
128,Machine Learning for Absolute Beginners - Level 1,https://www.udemy.com/course/machine-learning-for-absolute-beginners-level-1/,24976,1250,1,22-Sep,English,1,1,249.9,1,5.0,25.0,2.15,Idan Gabrieli,141026.0,17,4.5,0,0.0,0.0,0,1,0,0,4.5
129,Convolutional Neural Networks in Python: CNN Computer Vision,https://www.udemy.com/course/cnn-for-computer-vision-with-keras-and-tensorflow-in-python/,123185,1199,1,22-Nov,English,1,1,69.9,1,22.0,59.0,7.683333333333334,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,1,0,0,4.4
130,2023 Python Data Analysis & Visualization Masterclass,https://www.udemy.com/course/python-data-analysis-visualization/,11713,1175,1,22-Dec,English,1,1,329.9,1,22.0,202.0,20.483333333333334,Colt Steele,1443509.0,23,4.7,0,0.0,0.0,0,0,0,0,4.7
131,Natural Language Processing: NLP With Transformers in Python,https://www.udemy.com/course/nlp-with-transformers/,20155,1174,1,22-Aug,English,1,1,209.9,1,14.0,104.0,11.5,James Briggs,21535.0,2,4.4,0,0.0,0.0,0,1,0,0,4.5
132,U&P AI - Natural Language Processing (NLP) with Python,https://www.udemy.com/course/understand-and-practice-ai-natural-language-processing-in-python/,13881,1146,1,20-Dec,English,1,1,69.9,1,6.0,72.0,5.816666666666666,Abdulhadi Darwish,14424.0,1,3.5,0,0.0,0.0,0,0,0,0,3.5
133,Statistics & Mathematics for Data Science & Data Analytics,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,6765,1153,1,23-Jan,English,1,1,299.9,1,9.0,91.0,11.4,Nikolai Schuler,143679.0,16,4.6,0,0.0,0.0,0,1,0,0,4.6
134,Python & Introduction to Data Science,https://www.udemy.com/course/python-introduction-to-data-science/,45774,1107,1,18-Oct,English,1,1,179.9,1,4.0,68.0,9.133333333333333,AI 4 MY,45775.0,1,4.9,0,0.0,0.0,0,0,0,0,4.9
135,"Learn Data Science Deep Learning, Machine Learning NLP & R",https://www.udemy.com/course/learn-data-science-deep-learning-machine-learning-nlp-r/,6373,1104,1,22-Aug,English,1,1,179.9,1,51.0,624.0,70.53333333333333,Cinnamon TechX,13892.0,2,4.3,0,0.0,0.0,0,0,0,0,4.5
136,Deep Reinforcement Learning 2.0,https://www.udemy.com/course/deep-reinforcement-learning/,9662,1106,3,23-Jan,English,1,1,299.9,1,8.0,63.0,9.633333333333333,Hadelin de Ponteves,1671787.0,42,4.5,1,2318090.0,148.0,4.6,0,0,0,4.6
137,Data Engineering using AWS Data Analytics,https://www.udemy.com/course/data-engineering-using-aws-analytics-services/,13453,1121,3,23-Jan,English,1,1,299.9,1,29.0,434.0,26.25,Durga Viswanatha Raju Gadiraju,275203.0,21,4.4,1,221381.0,19.0,4.4,0,0,0,4.5
138,Machine Learning and AI: Support Vector Machines in Python,https://www.udemy.com/course/support-vector-machines-in-python/,23757,1113,1,23-Feb,English,1,1,105.9,1,12.0,73.0,8.883333333333333,Lazy Programmer Inc.,522205.0,32,4.7,0,0.0,0.0,0,0,0,0,4.6
139,Machine Learning & Data Science A-Z: Hands-on Python 2023,https://www.udemy.com/course/data-science-machine-learning-a-z-hands-on-python/,68722,1084,1,22-Jan,English,1,1,279.9,1,9.0,75.0,14.45,Navid Shirzadi,71847.0,6,4.6,0,0.0,0.0,0,1,0,0,4.6
140,Python for Data Science and Machine Learning beginners,https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,16044,1071,1,21-Apr,English,1,1,69.9,1,12.0,64.0,7.666666666666667,Jay Bhatt,28549.0,3,3.9,0,0.0,0.0,0,0,0,0,3.9
141,[2023] Machine Learning and Deep Learning Bootcamp in Python,https://www.udemy.com/course/introduction-to-machine-learning-in-python/,11571,1075,1,23-Jan,English,1,1,319.9,1,55.0,340.0,32.7,Holczer Balazs,261254.0,32,4.5,0,0.0,0.0,0,1,0,0,4.3
142,Regression Analysis / Data Analytics in Regression,https://www.udemy.com/course/regression-statistics/,5753,1048,1,17-Nov,English,1,1,209.9,1,6.0,17.0,2.15,Quantitative  Specialists,24941.0,9,4.5,0,0.0,0.0,0,1,0,0,4.4
143,Learn Machine learning & AI (Including Hands-on 3 Projects),https://www.udemy.com/course/machine-learning-and-ai-with-hands-on-projects/,256354,1044,1,20-Sep,English,1,1,199.9,1,3.0,34.0,1.95,EdYoda Digital University,1058871.0,15,4.3,0,0.0,0.0,0,0,0,0,4.2
144,Train YOLO for Object Detection with Custom Data,https://www.udemy.com/course/training-yolo-v3-for-objects-detection-with-custom-data/,5431,1036,1,22-Jun,English,1,1,209.9,1,9.0,58.0,7.1,Valentyn Sichkar,5840.0,2,4.5,0,0.0,0.0,0,1,0,0,4.7
145,Learn BERT - most powerful NLP algorithm by Google,https://www.udemy.com/course/bert-nlp-algorithm/,6383,1033,3,22-Apr,English,1,1,299.9,1,5.0,37.0,5.483333333333333,Martin Jocqueviel,56012.0,6,4.6,1,2318090.0,148.0,4.6,1,0,0,4.2
146,Deep Learning :Adv. Computer Vision (object detection+more!),https://www.udemy.com/course/advanced-computer-vision-transfer-learning-with-tensorflow/,23909,1018,1,21-May,English,1,1,69.9,1,10.0,34.0,7.383333333333334,Jay Bhatt,28549.0,3,3.9,0,0.0,0.0,0,0,0,0,4.3
147,Azure Synapse Analytics For Data Engineers -Hands On Project,https://www.udemy.com/course/azure-synapse-analytics-for-data-engineers/,8512,1056,1,22-Nov,English,1,1,123.9,1,19.0,132.0,13.45,Ramesh Retnasamy,71603.0,3,4.6,0,0.0,0.0,0,0,0,0,4.7
148,"Introduction to AI, Machine Learning and Data Science",https://www.udemy.com/course/introduction-to-ai-machine-learning-and-data-science/,28920,992,1,20-May,English,1,1,69.9,1,4.0,15.0,0.5333333333333333,Pradeep D,56647.0,3,4.1,0,0.0,0.0,0,0,0,0,3.9
149,Probability for Statistics and Data Science,https://www.udemy.com/course/probability-for-statistics-and-data-science/,12433,992,1,20-Jan,English,1,3,349.9,1,5.0,46.0,3.6666666666666665,365 Careers,2246699.0,91,4.5,0,0.0,0.0,0,1,0,0,4.6
150,Want to be a Big Data Scientist?,https://www.udemy.com/course/what-to-be-a-big-data-scientist/,12538,969,1,18-Mar,English,1,1,69.9,1,2.0,13.0,1.4166666666666667,"V2 Maestros, LLC",76742.0,7,4.2,0,0.0,0.0,0,0,0,0,4.7
151,Master Apache Spark - Hands On!,https://www.udemy.com/course/the-ultimate-apache-spark-with-java-course-hands-on/,6201,963,2,21-Nov,English,1,1,229.9,1,6.0,32.0,6.933333333333334,Imtiaz Ahmad,412219.0,12,4.5,1,67824.0,4.0,4.6,0,0,0,4.7
152,Artificial Intelligence (ARS): Build the Most Powerful AI,https://www.udemy.com/course/artificial-intelligence-ars/,9347,944,4,23-Jan,English,1,6,229.9,1,4.0,42.0,4.866666666666667,Hadelin de Ponteves,1671787.0,42,4.5,1,2310664.0,59.0,4.5,0,0,0,4.7
153,Ultimate Python Bootcamp For Data Science & Machine Learning,https://www.udemy.com/course/data-analysis-with-pandas-a-complete-tutorial/,180538,939,1,20-Mar,English,1,0,69.9,1,11.0,103.0,15.75,Pruthviraja L,238284.0,3,3.9,0,0.0,0.0,0,0,0,0,3.8
154,Architecting Big Data Solutions,https://www.udemy.com/course/architecting-big-data-solutions/,5060,937,1,17-Jan,English,1,1,69.9,1,11.0,42.0,5.4,"V2 Maestros, LLC",76742.0,7,4.2,0,0.0,0.0,0,0,0,0,3.7
155,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",https://www.udemy.com/course/from-0-1-machine-learning/,8728,899,1,18-Jan,English,1,1,179.9,1,16.0,94.0,19.833333333333332,Loony Corn,155803.0,67,4.2,0,0.0,0.0,0,0,0,0,4.1
156,Artificial Neural Networks (ANN) with Keras in Python and R,https://www.udemy.com/course/deep-learning-with-keras-and-tensorflow-in-python-and-r/,159645,899,1,22-Nov,English,1,1,69.9,1,19.0,58.0,8.5,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,1,0,0,4.7
157,Optimization with Python: Solve Operations Research Problems,https://www.udemy.com/course/optimization-with-python-linear-nonlinear-and-cplex-gurobi/,5972,904,1,23-Feb,English,1,1,349.9,1,15.0,103.0,12.75,Rafael Silva Pinto,10654.0,5,4.6,0,0.0,0.0,0,1,0,0,4.5
158,Complete Time Series Analysis With Python,https://www.udemy.com/course/complete-time-series-data-analysis-bootcamp-with-python/,5300,885,1,21-Jul,English,1,1,209.9,1,8.0,52.0,4.233333333333333,Minerva Singh,92139.0,50,4.4,0,0.0,0.0,0,0,0,0,4.5
159,Machine Learning Classification Bootcamp in Python,https://www.udemy.com/course/machine-learning-classification/,8654,874,4,23-Jan,English,1,3,279.9,1,9.0,82.0,11.716666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",324291.0,46,4.5,1,518857.0,71.0,4.5,0,0,0,4.4
160,A Crash Course In PySpark,https://www.udemy.com/course/a-crash-course-in-pyspark/,9219,901,1,20-May,English,1,1,69.9,1,5.0,19.0,1.25,Kieran Keene,38176.0,3,4.5,0,0.0,0.0,0,0,0,0,4.5
161,Modern Reinforcement Learning: Deep Q Learning in PyTorch,https://www.udemy.com/course/deep-q-learning-from-paper-to-code/,4469,859,1,20-Oct,English,1,1,319.9,1,9.0,41.0,5.683333333333334,Phil Tabor,5954.0,4,4.7,0,0.0,0.0,0,0,0,0,4.8
162,Fundamental Data Analysis and Visualization Tools in Python,https://www.udemy.com/course/data-analysis-and-visualization-tools/,51331,851,1,20-Jul,English,1,1,69.9,1,7.0,7.0,1.0833333333333333,James Thomson,57960.0,2,3.8,0,0.0,0.0,0,1,0,0,3.8
163,"The Data Visualization Course: Excel, Tableau, Python, R",https://www.udemy.com/course/the-complete-data-visualization-course/,8175,822,1,22-May,English,1,1,299.9,1,12.0,115.0,8.866666666666667,365 Careers,2246699.0,91,4.5,0,0.0,0.0,0,1,0,0,4.6
164,Data Science : Master Machine Learning Without Coding,https://www.udemy.com/course/hands-on-machine-learning-without-writing-code/,5783,816,1,18-Oct,English,1,1,229.9,1,14.0,63.0,2.6166666666666667,Ram Prasad,6716.0,1,3.9,0,0.0,0.0,0,1,0,0,3.9
165,Machine Learning Real World projects in Python,https://www.udemy.com/course/machine-learning-real-world-projects-in-python/,74320,815,1,23-Feb,English,1,1,69.9,1,6.0,74.0,13.116666666666667,Shan Singh,286568.0,21,4.3,0,0.0,0.0,0,0,0,0,4.4
166,Logistic Regression in Python,https://www.udemy.com/course/machine-learning-basics-classification-models-in-python/,98774,811,1,22-Nov,English,1,1,69.9,1,13.0,83.0,7.55,Start-Tech Academy,1590131.0,53,4.5,0,0.0,0.0,0,1,0,0,4.6
167,Practical AI with Python and Reinforcement Learning,https://www.udemy.com/course/practical-ai-with-python-and-reinforcement-learning/,9389,812,1,21-Sep,English,1,1,299.9,1,14.0,156.0,26.416666666666668,Jose Portilla,3244349.0,59,4.6,0,0.0,0.0,0,1,0,0,4.5
168,Data Visualization in Python Masterclass™: Beginners to Pro,https://www.udemy.com/course/complete-data-visualization-in-python/,27418,797,1,23-Feb,English,1,1,69.9,1,16.0,224.0,21.866666666666667,Laxmi Kant KGP Talkie,48822.0,8,4.3,0,0.0,0.0,0,1,0,0,4.2
169,PowerBI Zero to Hero,https://www.udemy.com/course/powerbi-hero/,34167,815,1,21-Nov,English,1,1,179.9,1,7.0,59.0,2.466666666666667,Abdelkarim MOHAMED MAHMOUD,34167.0,1,4.5,0,0.0,0.0,0,0,0,0,4.5
170,Complete Data Analysis with Pandas : Hands-on Pandas Python,https://www.udemy.com/course/data-analysis-with-pandas-python/,13083,787,2,21-May,English,1,1,279.9,1,31.0,150.0,16.85,Ankit Mistry,90957.0,17,4.4,1,32953.0,4.0,4.4,1,1,0,4.5
171,"Recursion, Backtracking and Dynamic Programming in Python",https://www.udemy.com/course/algorithmic-problems-in-python/,9664,785,1,23-Jan,English,1,1,349.9,1,16.0,141.0,15.783333333333333,Holczer Balazs,261254.0,32,4.5,0,0.0,0.0,0,1,1,0,4.5
172,Modern Artificial Intelligence Masterclass: Build 6 Projects,https://www.udemy.com/course/modern-artificial-intelligence-applications/,30118,782,4,21-Jun,English,1,1,259.9,1,8.0,90.0,15.766666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",324291.0,46,4.5,1,2318090.0,148.0,4.6,0,0,0,4.5
173,Complete Data Wrangling & Data Visualisation With Python,https://www.udemy.com/course/complete-data-wrangling-data-visualisation-with-python/,14680,775,1,22-Nov,English,1,5,229.9,1,9.0,54.0,6.333333333333333,Minerva Singh,92139.0,50,4.4,0,0.0,0.0,0,0,0,0,4.4
174,"Modern Computer Vision™ PyTorch, Tensorflow2 Keras & OpenCV4",https://www.udemy.com/course/modern-computer-vision/,7872,786,1,22-Jun,English,1,1,279.9,1,57.0,229.0,27.6,Rajeev D. Ratan,61016.0,7,4.4,0,0.0,0.0,0,0,0,0,4.5
175,Text Mining and Natural Language Processing in R,https://www.udemy.com/course/text-mining-and-natural-language-processing-in-r/,5652,762,1,22-Nov,English,1,1,259.9,1,10.0,84.0,8.75,Minerva Singh,92139.0,50,4.4,0,0.0,0.0,0,1,0,0,4.2
176,Mathematics & Statistics of Machine Learning & Data Science,https://www.udemy.com/course/mathematics-statistics-of-machine-learning-data-science/,8650,760,1,22-Aug,English,1,1,179.9,1,13.0,149.0,11.116666666666667,Cinnamon TechX,13892.0,2,4.3,0,0.0,0.0,0,0,0,0,4.1
177,From 0 to 1 : Spark for Data Science with Python,https://www.udemy.com/course/spark-for-data-science-with-python/,8084,758,1,18-Feb,English,1,1,69.9,1,11.0,54.0,8.3,Loony Corn,155803.0,67,4.2,0,0.0,0.0,0,0,0,0,4.7
