,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
52,Phân tích và xử lý dữ liệu với phần mềm R,https://www.udemy.com/course/phan-mem-r/,664,39,1,1/2021,Vietnamese,1,0,69.90,1,16,71,8h 47m,Da Hoang Huu,"4,655",7,4.4,null,null,null,null,1,1,0,4.8
53,Bots para instagram usando python,https://www.udemy.com/course/bots-para-instagram-usando-python/,"8,250",39,1,2/2022,Spanish,1,1,499.90,1,5,21,3h 25m,Andres Rojas,"53,054",14,4.3,null,null,null,null,0,0,0,4.1
54,"Data Science, le guide de survie complet",https://www.udemy.com/course/data-science-le-guide-de-survie-complet-q/,179,38,1,1/2022,French,1,1,69.90,1,6,15,2h 44m,Sébastien Daviot,"10,782",8,4.5,null,null,null,null,0,0,0,4.5
55,ChatGPT: Der komplette ChatGPT Kurs vom Anfänger zum Profi,https://www.udemy.com/course/chatgpt-der-komplette-chatgpt-kurs-vom-anfanger-zum-profi/,339,52,1,2/2023,German,1,1,69.90,1,4,27,2h 30m,Mark Kalnitski,343,1,4.8,null,null,null,null,0,0,0,4.8
56,Deep Learning aplicado: Despliegue de modelos TensorFlow 2.0,https://www.udemy.com/course/deep-learning-despliegue-tensorflow-mirko-rodriguez/,241,38,1,10/2020,Spanish,1,1,69.90,1,13,65,7h 21m,Mirko J. Rodríguez Mallma,476,2,4.6,null,null,null,null,0,0,0,4.8
57,【한글자막】 AI 만들기 : 강화학습과 인공신경망 완전 정복,https://www.udemy.com/course/best-ai-17-hours/,746,38,5,9/2021,Korean,1,10,69.90,1,19,121,16h 31m,Hadelin de Ponteves,"1,672,284",42,4.5,Kirill Eremenko,"2,311,370",59,4.5,1,0,0,4.9
58,역학조사관을 위한 통계,https://www.udemy.com/course/ez-epidem/,307,37,1,6/2022,Korean,1,0,69.90,1,2,9,1h 13m,김지형 M.D.,"2,419",31,4.6,null,null,null,null,0,0,0,4.8
59,Stimmen klonen mit Deep Learning in Python,https://www.udemy.com/course/voice-cloning/,250,37,1,11/2021,German,1,1,69.90,1,6,15,1h 35m,Jonas Freiknecht,606,2,4.1,null,null,null,null,0,0,0,3.8
60,深度学习经典（论文精讲-源码解读）,https://www.udemy.com/course/dl-paper/,381,36,1,4/2020,Simplified Chinese,2,1,69.90,1,20,147,20h 15m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,4.6
61,NumPyro で学ぶ ベイズ統計モデリング 【応用編】,https://www.udemy.com/course/numpyro-advanced/,406,37,1,8/2022,Japanese,1,0,69.90,1,8,33,5h 34m,太田 英司,727,3,4.7,null,null,null,null,0,0,0,4.9
62,Python Programlama Kullanarak Veri Bilimi: NumPy | A-Z™,https://www.udemy.com/course/python-programlama-kullanarak-veri-bilimi-numpy-a-ztm/,127,35,3,2/2023,Turkish,1,0,69.90,1,7,38,3h 50m,Oak Academy,"282,153",257,4.5,OAK Academy Team,"347,570",276,4.5,1,0,0,4.8
63,Der Pandas Komplettkurs 01/23,https://www.udemy.com/course/der-pandas-komplettkurs/,338,34,1,1/2023,German,1,1,69.90,1,15,79,9h 22m,Stefan Lippl,506,3,4.5,null,null,null,null,0,0,0,4.5
64,"Veri Bilimi, Makine Öğrenimi, Kaggle için Python Programlama",https://www.udemy.com/course/veri-bilimi-makine-ogrenimi-kaggle-icin-python-programlama/,151,35,2,1/2023,Turkish,1,0,69.90,1,46,232,26h 25m,Oak Academy,"282,153",257,4.5,OAK Academy Team,"347,570",276,4.5,1,0,0,5.0
65,机器学习实训营（算法推导+代码复现）,https://www.udemy.com/course/tangyudi-ml/,316,33,1,1/2020,Simplified Chinese,2,1,69.90,1,21,154,23h 32m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,4.7
66,"3D-CNN, 3 Boyutlu Konvolüsyonel Sinir Ağları ile Obje Tanıma",https://www.udemy.com/course/3d-object-classification-3boyutlu-obje-siniflandirma/,"1,598",33,1,9/2019,Turkish,1,0,69.90,1,4,26,3h 1m,Ahmet Okudan,"44,072",13,4.2,null,null,null,null,0,0,0,3.2
67,【한글자막】 Apache Spark 와 Scala로 빅 데이터 다루기,https://www.udemy.com/course/best-scala-apache-spark/,287,32,3,9/2021,Korean,1,7,69.90,1,10,69,9h 4m,Sundog Education by Frank Kane,"687,985",33,4.5,Frank Kane,"636,853",26,4.6,1,0,0,4.8
68,Curso Scrum Master Certificación,https://www.udemy.com/course/curso-scrum-master-certificacion/,121,32,1,6/2020,Spanish,1,1,69.90,1,3,9,4h 21m,Edgar Herrera Casas,121,1,4.4,null,null,null,null,0,0,0,4.4
69,人工智能A-Z™: 学习如何创造一个AI (Artificial Intelligence A-Z),https://www.udemy.com/course/artificial-intelligence-az-chinese/,242,32,4,8/2019,Simplified Chinese,2,1,69.90,1,18,110,16h 15m,Hadelin de Ponteves,"1,672,284",42,4.5,Kirill Eremenko,"2,311,370",59,4.5,0,0,0,4.7
70,Sıfırdan İleri Python Programlama,https://www.udemy.com/course/sfrdan-ileri-python-programlama/,263,32,1,2/2020,Turkish,1,0,69.90,1,1,102,30h 11m,Haluk Tatar,"169,152",55,4.3,null,null,null,null,0,0,0,3.6
71,Spatial Data Science,https://www.udemy.com/course/spatial-data-science/,102,30,1,1/2022,Indonesian,1,1,69.90,1,4,78,11h 2m,Bhumi Varta Technology,102,1,3.8,null,null,null,null,1,0,0,3.8
72,R Programming: Análisis de datos,https://www.udemy.com/course/analisis-de-datos-con-r-programming/,"7,440",34,2,1/2023,Spanish,1,1,69.90,1,7,37,4h 2m,Numpi Cursos,"398,573",44,4.3,Jorge Alberto Chavez Sarmiento,"20,686",5,4.4,1,0,0,4.4
73,Ciencia de datos con R,https://www.udemy.com/course/ciencia-de-datos-con-r-studio/,"4,038",31,1,3/2022,Spanish,1,1,69.90,1,13,62,7h 19m,Ezequiel Maldonado,"6,601",2,4.4,null,null,null,null,0,0,0,4.3
74,【한글자막】 TensorFlow 2.0 : 딥러닝 모델 구현 마스터 패키지,https://www.udemy.com/course/best-keras-api-tensorflow-20/,339,30,5,12/2021,Korean,1,1,69.90,1,18,133,13h 4m,Hadelin de Ponteves,"1,672,284",42,4.5,Luka Anicin,"270,451",9,4.4,1,0,0,4.5
75,Certification Science des données: De Débutant à Expert,https://www.udemy.com/course/certification-science-des-donnees/,152,32,2,1/2023,French,1,1,69.90,1,7,148,14h 28m,Dr. Firas | Digital Innovation,"18,519",20,4.4,Ing.Seif | Europe Innovation,"15,564",19,4.4,1,0,0,4.0
76,Машинное обучение для людей,https://www.udemy.com/course/ml_for_people/,99,30,1,4/2019,Russian,1,0,105.90,1,7,24,1h 9m,Roman Dushkin,"1,013",25,4.0,null,null,null,null,1,0,0,3.5
77,Aprende Ciencia de datos  desde cero con Python [2022],https://www.udemy.com/course/aprende-ciencia-de-datos-con-python/,124,30,1,6/2021,Spanish,1,1,69.90,1,7,42,4h 55m,Kevin Meneses González,"26,167",20,3.8,null,null,null,null,1,0,0,3.8
78,Chat Bot Con Inteligencia Artificial,https://www.udemy.com/course/chat-bot-con-inteligencia-artificial/,"1,336",30,1,5/2022,Spanish,1,1,69.90,1,7,25,4h 31m,Milton Alexander Elizalde Gaibor,"1,336",1,4.2,null,null,null,null,0,0,0,4.2
79,Искусственный Интеллект на кончиках пальцев,https://www.udemy.com/course/ai_at_the_fingertips/,129,30,1,2/2019,Russian,1,0,159.90,1,4,23,2h 55m,Roman Dushkin,"1,013",25,4.0,null,null,null,null,1,0,0,4.2
80,เรียนรู้ AI: Deep Learning ด้วย Python,https://www.udemy.com/course/ai-deep-learning-python/,272,30,1,12/2022,Thai,1,0,69.90,1,17,90,26h 59m,"Assoc.Prof. Kobkiat Saraubon, Ph.D.","1,169",4,4.6,null,null,null,null,0,0,0,4.7
81,Data Wrangling mit dem Tidyverse,https://www.udemy.com/course/data-wrangling-mit-dem-tidyverse/,604,29,1,2/2020,German,1,1,69.90,1,8,21,2h 34m,Markus Lang,654,2,4.6,null,null,null,null,0,0,0,4.4
82,Introduction to Python for Machine Learning (In Indonesian),https://www.udemy.com/course/introduction-to-python-for-machine-learning-in-indonesian/,218,29,2,3/2019,Indonesian,1,0,69.90,1,6,34,4h 29m,Evolve Machine Learners,444,2,4.6,Satria Wicaksana Adhipurusa,218,1,4.5,1,1,0,4.5
83,Sukses Mengolah Data Memakai Python dan Pandas (Harus Bisa!),https://www.udemy.com/course/mengolah-data-memakai-python-dan-pandas/,91,30,1,3/2022,Indonesian,1,0,69.90,1,7,42,2h 47m,Jubilee Enterprise,"15,399",107,4.7,null,null,null,null,1,1,0,4.8
84,"AI, ML, DS",https://www.udemy.com/course/ai-ml-ds/,443,29,2,8/2021,Russian,1,0,69.90,1,5,15,1h 22m,Maryna Tkachenko,443,1,4.4,Евгений Федоров,443,1,4.4,0,0,0,4.4
85,【한글자막】 Machine Learning 완벽 실습 : 6가지 실제 사례 직접 해결하기,https://www.udemy.com/course/best-machine-learning-6/,330,29,5,12/2021,Korean,1,1,69.90,1,8,82,8h 37m,"Dr. Ryan Ahmed, Ph.D., MBA","324,384",46,4.5,Ligency I Team,"2,318,877",148,4.6,0,0,0,4.7
86,Programação em R Studio - R para iniciantes,https://www.udemy.com/course/programacao-em-r-para-iniciantes/,154,30,1,8/2021,Portuguese,1,1,69.90,1,17,91,9h 29m,Ivo Bernardo,"9,150",6,4.6,null,null,null,null,1,1,0,4.8
87,Microsoft Power BI in Arabic مايكروسوف بور بي أي,https://www.udemy.com/course/microsoft-power-bi-in-arabic/,60,30,1,4/2020,Arabic,1,0,69.90,0,5,44,3h 0m,تعلم بالعربي,446,1,4.0,null,null,null,null,0,0,0,4.0
88,Detecção de objetos com Darknet Yolo,https://www.udemy.com/course/deteccao-de-objetos-com-darknet-yolo/,115,29,1,3/2021,Portuguese,1,0,69.90,1,2,9,2h 43m,João Reis,555,3,4.6,null,null,null,null,0,0,0,4.7
89,【0から始めるPandas】大量データを処理する基礎スキルを習得,https://www.udemy.com/course/pandas_basics/,265,30,1,6/2022,Japanese,1,1,69.90,1,13,30,3h 28m,ひらた （Hirata）,"3,149",13,4.5,null,null,null,null,0,0,0,4.3
90,Aplikasi Data Science Dengan Mudah Menggunakan Python,https://www.udemy.com/course/aplikasi-data-science-dengan-mudah-menggunakan-python/,183,28,1,1/2022,Indonesian,1,0,69.90,1,13,53,5h 22m,Permadina Kanah Arieska,879,3,4.8,null,null,null,null,1,0,0,4.5
91,Herkes İçin Yapay Zeka ve Yapay Zeka Algoritmaları,https://www.udemy.com/course/herkes-icin-yapay-zeka-ve-yapay-zeka-algoritmalari/,125,28,1,8/2021,Turkish,1,0,69.90,1,11,26,6h 47m,Enes Aydın,"11,931",2,4.2,null,null,null,null,0,0,1,3.5
92,データ分析シリーズ① AI数学-文系でも理解できる!高校から始めるデータ分析、AIのための数学-,https://www.udemy.com/course/ai_data_math/,351,28,1,11/2021,Japanese,1,1,69.90,1,9,56,3h 29m,Trainocate Lecturers,"31,436",15,4.1,null,null,null,null,0,0,0,4.5
93,Metodología de Data Science y Python Básico.,https://www.udemy.com/course/metodologia-de-data-science-y-python-basico/,97,28,1,4/2019,Spanish,1,1,69.90,1,3,41,4h 45m,Cesar Estrada,789,4,4.2,null,null,null,null,0,0,0,4.5
94,人工智能专业课程 (AI Masterclass),https://www.udemy.com/course/ai-masterclass-chinese/,283,29,3,9/2019,Simplified Chinese,2,1,69.90,1,12,84,11h 50m,Hadelin de Ponteves,"1,672,284",42,4.5,Kirill Eremenko,"2,311,370",59,4.5,0,0,0,4.7
95,【한글자막】 Machine Learning 라이브러리 수학적 기초,https://www.udemy.com/course/best-ml-math/,388,28,4,12/2021,Korean,1,1,69.90,1,10,105,15h 35m,Dr Jon Krohn,"104,149",2,4.6,Ligency I Team,"2,318,877",148,4.6,0,0,0,4.6
96,直感！Pytorchで始める深層学習実装入門（導入編）,https://www.udemy.com/course/pytorch_nn/,177,27,1,9/2022,Japanese,1,1,69.90,1,1,10,1h 49m,経知 神草,"1,128",5,3.8,null,null,null,null,0,0,0,3.3
97,Visualización Interactiva con Python,https://www.udemy.com/course/visualizacion-interactiva-con-python/,202,27,2,6/2021,Spanish,1,1,69.90,1,8,50,5h 46m,Kevin Meneses González,"26,167",20,3.8,Giovanni Bonaventura,"24,185",15,3.8,0,0,0,4.0
98,"Análise e visualização de dados: Excel, Power BI e Python",https://www.udemy.com/course/analise-dados/,125,32,2,2/2023,Portuguese,1,1,69.90,1,6,64,7h 28m,Guilherme Queiroz,"40,616",28,4.7,Marcus Oliveira,"40,770",21,4.6,0,0,0,4.3
99,【한글자막】 AI : 인공 지능 마스터 클래스,https://www.udemy.com/course/best-ai-masterclass/,210,27,4,12/2021,Korean,1,2,69.90,1,13,89,12h 1m,Hadelin de Ponteves,"1,672,284",42,4.5,Ligency I Team,"2,318,877",148,4.6,0,0,0,4.9
100,【한글자막】 Pandas 및 Python 을 이용한 데이터 분석 : 마스터 클래스,https://www.udemy.com/course/best-pandas-python/,518,26,5,12/2021,Korean,1,1,69.90,1,11,176,20h 52m,"Dr. Ryan Ahmed, Ph.D., MBA","324,384",46,4.5,Ligency Team,"2,262,027",104,4.6,0,0,0,4.4
101,Python & Deep Learning reconnaissance d'images,https://www.udemy.com/course/introduction-au-deep-learningtensorflow-et-keras/,"1,179",26,1,6/2021,French,1,1,69.90,1,1,8,1h 13m,steve Tsopte,"2,043",7,4.4,null,null,null,null,0,0,0,4.6
102,Analiza danych w środowisku R,https://www.udemy.com/course/analiza-danych-w-srodowisku-r/,173,28,1,10/2021,Polish,1,0,69.90,1,6,27,4h 1m,Videopoint Grupa Helion,"27,398",91,4.3,null,null,null,null,0,0,0,4.3
103,Python ReportLab de Iniciante a Vencedor 2023,https://www.udemy.com/course/python-reportlab-de-iniciante-a-vencedor/,103,26,1,11/2022,Portuguese,1,1,69.90,1,1,16,8h 31m,Hugo Ferro,"1,421",10,4.7,null,null,null,null,1,0,0,4.8
104,Reinforcement Learning (application en finance),https://www.udemy.com/course/reinforcement-learning-application-en-finance/,767,26,1,4/2020,French,1,1,69.90,1,15,62,3h 5m,Data World,"29,864",5,3.8,null,null,null,null,0,0,0,3.0
105,Curso de Ciência de Dados,https://www.udemy.com/course/ciencia-de-dados/,115,25,1,7/2019,Portuguese,1,1,69.90,1,1,6,2h 16m,Alpha Channel,"1,100",7,4.3,null,null,null,null,0,0,0,4.3
106,Selenium con Python.,https://www.udemy.com/course/automatizazione-web-con-python/,165,26,1,3/2020,Italian,1,1,69.90,1,6,28,3h 55m,Giovanni Bonaventura,"24,185",15,3.8,null,null,null,null,0,0,0,3.7
107,120+ Ćwiczeń w języku Python - Data Science - NumPy,https://www.udemy.com/course/python-data-science-numpy-cwiczenia/,303,25,1,8/2022,Polish,1,0,69.90,1,null,null,null,Paweł Krakowiak,"260,005",87,4.5,null,null,null,null,0,1,0,4.8
108,Machine Learning sem Código e sem Matemática,https://www.udemy.com/course/machine-learning-sem-codigo-sem-matematica/,314,25,3,9/2022,Portuguese,1,1,69.90,1,8,42,5h 5m,Jones Granatyr,"166,599",91,4.7,Fabio Spak,"117,969",2,4.7,0,0,0,4.9
109,Do Conceito a PRÁTICA de BI (Conceito BI + SQL + ETL TALEND),https://www.udemy.com/course/bi-sql-etl-talend/,103,25,2,4/2020,Portuguese,1,1,69.90,1,5,76,16h 53m,Juracy Araujo de Almeida Junior,"11,035",54,4.3,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166,4.4,0,0,0,4.2
110,Assistente Virtual com Python,https://www.udemy.com/course/assistente-virtual-com-python/,132,25,1,5/2022,Portuguese,1,1,69.90,1,4,33,6h 12m,Rodrigo Macedo,"2,585",7,4.6,null,null,null,null,0,0,0,4.8
111,Super Curso Business Intelligence + SQL + Databricks: 3 em 1,https://www.udemy.com/course/super-curso-business-intelligence-sql-databricks-3-em-1/,192,25,2,11/2022,Portuguese,1,1,69.90,1,3,72,11h 49m,Juracy Araujo de Almeida Junior,"11,035",54,4.3,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166,4.4,0,0,0,4.5
112,Herkes için Power BI,https://www.udemy.com/course/herkes-icin-power-bi/,148,25,1,11/2020,Turkish,1,0,69.90,1,5,42,4h 56m,Murat Özdemir,148,1,4.5,null,null,null,null,0,0,0,4.5
113,IPA-Automatización de Procesos Inteligente con Python [2023],https://www.udemy.com/course/ipa-automatizacion-de-procesos-inteligente-con-python-2022/,234,28,1,1/2023,Spanish,1,1,69.90,1,9,47,4h 12m,Ivan Pinar Domínguez,"44,237",28,4.5,null,null,null,null,0,0,0,4.6
114,Sıfırdan MS SQL ile veritabanı tasarlamaya başlamak,https://www.udemy.com/course/sql-adam-ile-0danbasla/,100,25,1,11/2020,Turkish,1,0,69.90,1,16,85,6h 23m,Özgür Can ÇOBAN,100,1,4.2,null,null,null,null,0,0,0,4.2
115,【AIアプリ開発コース・パート3】【TensorFlow 2 + OpenCV】マスク着用判定AIアプリ開発入門,https://www.udemy.com/course/opencv_maskdetect/,350,25,1,10/2021,Japanese,1,1,69.90,1,9,26,1h 52m,井上 博樹 (Hiroki Inoue),"118,690",34,4.0,null,null,null,null,0,0,0,4.5
116,Corso pratico di Pandas e Python con esempi per data mining,https://www.udemy.com/course/python-pandas-il-corso-base-con-esempi-per-tutti/,103,24,1,8/2022,Italian,1,1,69.90,1,10,100,11h 3m,Mirco Baragiani,"1,231",10,4.5,null,null,null,null,0,0,0,4.8
117,深度强化学习2.0 (Deep Reinforcement Learning 2.0),https://www.udemy.com/course/deep-reinforcement-learning-chinese/,186,24,2,3/2020,Simplified Chinese,2,1,69.90,1,7,60,9h 32m,Hadelin de Ponteves,"1,672,284",42,4.5,Ligency I Team,"2,318,877",148,4.6,0,0,0,4.7
118,ＡＩでブロック崩しを学習させよう。Advantage Actor-Critic（A2C）で学ぶ強化学習の応用編,https://www.udemy.com/course/advantage-actor-critic/,186,27,1,9/2022,Japanese,1,1,69.90,1,8,59,2h 51m,内山 充康,"3,081",9,4.0,null,null,null,null,0,0,0,4.1
119,Python pour la Data Science et le Machine Learning: A à Z,https://www.udemy.com/course/python-pour-la-data-science-et-le-machine-learning-a-z/,"6,200",28,1,1/2023,French,1,1,69.90,1,15,153,4h 19m,Clara Lannoy,"19,346",5,3.9,null,null,null,null,0,0,0,4.5
120,Séries Temporais com Redes Neurais Artificiais e Linguagem R,https://www.udemy.com/course/series-temporais-com-redes-neurais-artificiais-e-linguagem-r/,217,25,1,2/2022,Portuguese,1,1,69.90,1,8,76,18h 13m,Luciano Galdino,"6,980",15,4.8,null,null,null,null,0,0,0,4.8
121,Machine Learning Bootcamp w języku Python cz.III - Ćwiczenia,https://www.udemy.com/course/machine-learning-bootcamp-w-jezyku-python-cwiczenia/,"2,805",24,2,8/2022,Polish,1,0,69.90,1,null,null,null,Paweł Krakowiak,"260,005",87,4.5,takeITeasy Academy,"261,557",20,4.5,0,1,0,4.7
122,Einführung in Business Intelligence und Big Data,https://www.udemy.com/course/bi-und-big-data/,184,25,1,9/2022,German,1,1,69.90,1,5,28,10h 33m,Matthias Wolf,"2,782",3,4.8,null,null,null,null,0,0,0,4.9
123,Manipulación de Datos con Módulos de Python,https://www.udemy.com/course/modulos-para-el-manejo-de-datos-con-python-data-science/,"2,919",24,1,1/2023,Spanish,1,1,69.90,1,10,101,12h 15m,Gregory Javier Martínez Aguilar,"21,732",6,4.5,null,null,null,null,0,0,0,4.9
124,Crea tu portafolio como Data Engineer | 4 proyectos Reales,https://www.udemy.com/course/crea-tu-portafolio-como-data-engineer-4-proyectos-reales-datexland/,199,24,1,1/2023,Spanish,1,1,69.90,1,6,53,5h 34m,Alexander Bolaño Cervantes,199,1,4.8,null,null,null,null,0,0,0,4.8
125,超速入門!【データサイエンスへの最初の一歩】PythonとSparkで学ぶデータ分析のための前処理と分散処理 一気見講座,https://www.udemy.com/course/spark-python-crush-course/,186,23,1,7/2022,Japanese,1,1,69.90,1,5,29,2h 14m,Yuki Saito,974,11,4.4,null,null,null,null,1,0,1,4.4
126,Máster de Especialista en Ciencia de Datos con el Lenguaje R,https://www.udemy.com/course/master-especialista-ciencia-datos-lenguaje-r/,223,23,1,2/2023,Spanish,1,1,69.90,1,13,135,27h 38m,PhD. Manuel Castillo-Cara,"9,420",14,4.4,null,null,null,null,1,0,0,4.1
127,"Data Science R: Manipule, visualize dados com R",https://www.udemy.com/course/data-science-r-manipule-visualize-dados-com-r/,162,23,1,2/2019,Portuguese,1,1,69.90,1,4,16,1h 1m,Leonardo Henrique Oliveira Pena,"1,857",6,4.3,null,null,null,null,1,0,0,4.5
128,"KNIME Analytics Platform per Data Scientists, corso base",https://www.udemy.com/course/knime-analytics-platform-per-data-scientists-corso-base/,107,24,1,3/2022,Italian,1,1,69.90,1,6,59,5h 48m,Francesco Alaimo,107,1,4.2,null,null,null,null,0,0,0,4.2
129,"Импорт, парсинг и скрепинг данных на Python",https://www.udemy.com/course/ittensive-python-api/,187,23,1,11/2019,Russian,1,0,123.90,1,4,12,2h 24m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,4.3
130,【한글자막】 PySpark 로 빅데이터 분석하기 with Python,https://www.udemy.com/course/best-pyspark-spark-python/,258,22,2,8/2021,Korean,1,9,69.90,1,null,null,null,Jose Portilla,"3,245,562",60,4.6,웅진씽크빅 글로벌,"44,700",240,4.7,0,0,0,4.9
131,데이터 분석의 첫걸음! 오라클 SQL 쉽게 배우기,https://www.udemy.com/course/cloom-sql-oracle/,85,22,2,7/2021,Korean,1,0,299.90,0,1,5,2h 36m,클룸 (CLOOM),316,3,4.9,클룸 (CLOOM),928,17,4.8,0,0,0,4.7
132,Python para Data Science e Analytics - Do Zero ao Avançado,https://www.udemy.com/course/python-para-data-science-e-analytics/,122,23,1,8/2022,Portuguese,1,1,69.90,1,6,57,11h 36m,Pedro Alves,256,5,4.6,null,null,null,null,0,0,0,4.5
133,Deep Learning Avanzado para Computer Vision con TensorFlow,https://www.udemy.com/course/deep-learning-para-computer-vision-con-python-y-tensorflow/,"2,249",23,1,2/2023,Spanish,1,1,69.90,1,15,106,21h 37m,Francisco Reales,"3,490",2,4.5,null,null,null,null,0,0,0,4.8
134,商业人工智能 (Artificial Intelligence for Business),https://www.udemy.com/course/artificial-intelligence-for-business-chinese/,302,22,3,7/2019,Simplified Chinese,2,1,69.90,1,16,104,13h 36m,Hadelin de Ponteves,"1,672,284",42,4.5,Kirill Eremenko,"2,311,370",59,4.5,0,0,0,4.9
135,왕초보 데이터 분석 with R,https://www.udemy.com/course/beginner_with_r/,106,22,1,2/2022,Korean,1,0,69.90,1,4,38,14h 9m,Evan Jung,243,4,4.6,null,null,null,null,0,0,0,4.6
136,Sabermetric: Data science en Baseball con Rstudio y Power BI,https://www.udemy.com/course/sabermetric-data-science-en-baseball-con-rstudio-y-power-bi/,77,22,1,9/2021,Spanish,1,1,69.90,1,8,33,4h 27m,Pedro Daniel Alcalá Rojas,"68,987",33,4.3,null,null,null,null,0,0,0,4.3
137,Data Analysis and Visualization using Python in Hindi,https://www.udemy.com/course/data-analysis-and-visualization-using-python/,"2,218",22,1,6/2020,Hindi,1,0,69.90,1,4,33,2h 58m,Sachin Saini,"2,218",1,4.4,null,null,null,null,1,0,0,4.4
138,Análisis de Datos con Python 3,https://www.udemy.com/course/analisis-de-datos-con-python-3/,117,21,1,9/2021,Spanish,1,1,69.90,1,6,105,10h 14m,Datapath .,"48,568",16,4.1,null,null,null,null,0,0,0,4.4
139,Python数据科学必备工具包,https://www.udemy.com/course/python-tangyudi/,203,21,1,5/2019,Simplified Chinese,2,1,69.90,1,4,62,13h 14m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,4.1
140,Data Visualization con Google Data Studio,https://www.udemy.com/course/data-visualization-con-google-data-studio/,60,21,1,9/2021,Spanish,1,1,69.90,1,6,38,2h 50m,Datapath .,"48,568",16,4.1,null,null,null,null,0,0,0,4.4
141,Résoudre ses problèmes d'optimisation avec le solveur Excel,https://www.udemy.com/course/resoudre-ses-problemes-doptimisation-avec-le-solveur-excel/,93,21,1,11/2020,French,1,1,69.90,1,11,36,1h 51m,Guillaume Maran,93,1,4.7,null,null,null,null,1,0,0,4.7
142,Dashboard Analítico Passo-a-Passo em STREAMLIT e PYTHON,https://www.udemy.com/course/dashboard-com-streamlit/,94,24,1,10/2022,Portuguese,1,1,69.90,1,8,41,4h 15m,Luiz Fabiano de Souza,"1,352",7,4.5,null,null,null,null,0,0,0,4.6
143,Машинное зрение: распознавание объектов на Python,https://www.udemy.com/course/ittensive-machine-vision-recognition/,131,20,1,11/2020,Russian,1,0,209.90,1,7,37,5h 6m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,4.0
144,Analyse de données avec Pandas et Python,https://www.udemy.com/course/analyse-de-donnees-avec-pandas-et-python/,"1,062",21,1,9/2022,French,1,1,69.90,1,4,40,5h 6m,Ing.Seif | Europe Innovation,"15,564",19,4.4,null,null,null,null,0,0,0,4.7
145,פיתוח של  רשתות נוירונים בפייתון בעזרת machine learning,https://www.udemy.com/course/practical-neural-networks-with-keras-heb/,71,20,1,5/2020,Hebrew,1,0,139.90,1,8,36,6h 36m,Itzhak Gerber,71,1,4.7,null,null,null,null,0,0,0,4.7
146,【한글자막】 초보자를 위한 AWS SageMaker 실습 | 6개 프로젝트 구축하기,https://www.udemy.com/course/best-aws-sagemaker/,139,21,5,12/2021,Korean,1,1,69.90,1,8,109,16h 13m,"Dr. Ryan Ahmed, Ph.D., MBA","324,384",46,4.5,Ligency I Team,"2,318,877",148,4.6,1,0,0,4.6
147,Deep Reinforcement Learning - einfach verstehen,https://www.udemy.com/course/deep-reinforcement-learning-einfach-verstehen/,181,20,1,10/2018,German,1,1,69.90,1,6,40,4h 13m,Samuel Reischl,"10,442",9,3.9,null,null,null,null,1,0,0,4.0
148,"Visualización de datos en Python: Mpl, Seaborn, Plotly, Dash",https://www.udemy.com/course/visualizacion-de-datos-en-python/,165,20,1,9/2022,Spanish,1,1,179.90,1,19,112,6h 58m,Escape Velocity Labs,"6,569",11,4.5,null,null,null,null,0,0,0,4.3
149,Deep Learning con Python,https://www.udemy.com/course/deep-learning-con-python-g/,85,20,2,6/2021,Spanish,1,1,69.90,1,9,57,7h 2m,Kevin Meneses González,"26,167",20,3.8,Giovanni Bonaventura,"24,185",15,3.8,0,0,0,3.9
150,Pengenalan Machine Learning dengan Python,https://www.udemy.com/course/pengenalan-machine-learning-dengan-python/,124,20,2,5/2020,Indonesian,1,0,69.90,1,7,56,11h 34m,Santren Koding,"1,803",3,4.2,Yasir Abdurrahman,124,1,3.7,0,0,0,3.7
151,دبلومة بايثون للتعلم العميق | Python Deep Learning Diploma,https://www.udemy.com/course/python-deep-learning-diploma/,143,20,1,2/2023,Arabic,1,0,699.90,0,10,114,21h 49m,Eng. Mustafa Othman,"36,030",10,4.6,null,null,null,null,0,0,0,4.8
152,Machine Learning para Competições Kaggle - Curso 2,https://www.udemy.com/course/machine-learning-competicoes-kaggle-curso-2/,405,20,3,1/2021,Portuguese,1,1,69.90,1,5,70,9h 20m,Jones Granatyr,"166,599",91,4.7,Denny Ceccon,"102,357",3,4.7,0,0,0,4.9
