,course name,Link to course,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
153,"Deep Learning: Visão Computacional, CNNs e Transfer Learning",https://www.udemy.com/course/deep-learning-redes-convolucionais-e-transfer-learning/,93,19,1,7/2022,Portuguese,1,1,69.90,1,6,41,6h 2m,Fernando Wittmann,961,3,4.4,null,null,null,null,1,0,0,4.8
154,ChatGPT - الدورة العربية الأولى في شرح واستخدام ChatGPT,https://www.udemy.com/course/arabic-chatgpt/,"1,107",21,1,1/2023,Arabic,1,1,69.90,1,4,24,1h 3m,Ahmed Bakr,"4,889",2,4.5,null,null,null,null,0,0,0,4.2
155,Machine learning : modèles génératifs (GANs) avec PyTorch,https://www.udemy.com/course/machine-learning-gans-pytorch/,44,19,1,7/2021,French,1,1,69.90,1,3,12,1h 9m,Maxime Vandegar,"1,290",25,4.4,null,null,null,null,1,0,0,4.2
156,Curso completo de NumPy - Ciencia de datos en Python (ES),https://www.udemy.com/course/curso-completo-numpy/,"1,449",19,1,9/2022,Spanish,1,1,69.90,1,2,14,1h 46m,Escape Velocity Labs,"6,569",11,4.5,null,null,null,null,0,0,0,4.7
157,ChatGPT Sıfırdan Zirveye: Kazanç ve Verimliliğinizi Artırın,https://www.udemy.com/course/chatgpt-sifirdan-zirveye-kazanc-ve-verimliliginizi-artirin/,"1,265",24,1,2/2023,Turkish,1,0,69.90,1,5,34,1h 49m,Enes Özcan,"2,138",2,4.7,null,null,null,null,0,0,0,4.4
158,파이썬 머신러닝 Starter 강의 (초급),https://www.udemy.com/course/stroke-starter/,110,21,1,3/2022,Korean,1,0,69.90,1,12,12,8h 15m,어쩌다 코딩,110,1,4.9,null,null,null,null,0,0,0,4.9
159,Spark mit Databricks in AWS für Data Science/Engineering,https://www.udemy.com/course/spark-mit-databricks-in-aws-fur-data-scienceengineering/,107,19,1,3/2021,German,1,1,69.90,1,9,82,12h 48m,Jan Schwarzlose,"14,502",7,4.2,null,null,null,null,0,0,0,4.0
160,Introdução prática à Análise de Sentimentos em Python,https://www.udemy.com/course/introducao-pratica-a-analise-de-sentimentos-em-python/,89,20,1,5/2020,Portuguese,1,1,69.90,1,11,11,1h 10m,Ebony Rodrigues,89,1,4.2,null,null,null,null,0,0,0,4.2
161,Machine Learning : Débutant à Expert en seulement 5h30,https://www.udemy.com/course/machine-learning-debutant-a-expert-en-seulement-5h30/,115,19,1,11/2020,French,1,1,69.90,1,4,57,5h 44m,"Sébastien | HTML5 & CSS3, Machine Learning, MQL5","1,355",3,4.4,null,null,null,null,1,0,0,3.9
162,아빠가 들려주는 [엑셀 데이터 시각화] 따라하기,https://www.udemy.com/course/ez-excel-chart/,276,19,1,11/2022,Korean,1,0,69.90,1,5,35,3h 40m,김지형 M.D.,"2,419",31,4.6,null,null,null,null,0,0,0,4.8
163,Data Science - Datenvorbereitung & Qualitätssicherung Excel,https://www.udemy.com/course/maschinelles-lernen-datenvorbereitung-qualitatssicherung/,"3,192",19,2,5/2021,German,1,1,89.90,1,5,44,2h 2m,Georg Müller,"41,765",10,4.1,Kate Alison,"81,831",34,4.2,1,0,0,4.5
164,O Guia Completo sobre GANs: Redes Adversárias Generativas,https://www.udemy.com/course/guia-completo-gans-redes-adversarias-generativas/,400,19,3,11/2022,Portuguese,1,1,69.90,1,10,118,16h 44m,Jones Granatyr,"166,599",91,4.7,Gabriel Alves,"45,082",14,4.6,0,0,0,4.9
165,【한글자막】 기초부터 배우는 Python 인공 신경망 : 완벽가이드,https://www.udemy.com/course/best-python-neural-networks/,167,19,5,12/2021,Korean,1,1,69.90,1,4,73,8h 42m,Jones Granatyr,"166,599",91,4.7,Ligency I Team,"2,318,877",148,4.6,1,0,0,4.1
166,数式なしでわかる人工知能（AI）入門講座,https://www.udemy.com/course/ai-finger-character/,130,18,1,11/2017,Japanese,1,0,69.90,1,7,7,1h 30m,則春 石,130,1,3.2,null,null,null,null,0,0,0,3.2
167,Ciencia de datos con Python Aplicado a Proyectos Reales,https://www.udemy.com/course/ciencia-de-datos-con-python-aplicado-a-proyectos-reales/,216,18,2,1/2022,Spanish,1,1,69.90,1,10,79,10h 31m,Kevin Meneses González,"26,167",20,3.8,Giovanni Bonaventura,"24,185",15,3.8,1,0,0,3.7
168,Apache Spark mit Databricks - Crashkurs,https://www.udemy.com/course/apache-spark-mit-databricks-crashkurs/,"2,898",18,1,3/2021,German,1,1,139.90,1,5,23,3h 22m,Jan Schwarzlose,"14,502",7,4.2,null,null,null,null,0,0,0,4.1
169,chatGPT. Da zero ad esperto. Il corso completo con esempi.,https://www.udemy.com/course/chatgpt-da-zero-ad-esperto-il-corso-completo-con-esempi/,85,18,1,1/2023,Italian,1,1,69.90,1,7,33,6h 20m,Mirco Baragiani,"1,231",10,4.5,null,null,null,null,0,0,0,4.8
170,Probabilidad y Estadística,https://www.udemy.com/course/probabilidad-y-estadistica/,123,18,1,7/2020,Spanish,1,0,69.90,1,10,94,3h 9m,Aprende con Tabella,123,1,3.9,null,null,null,null,1,0,0,3.9
171,はじめてのベイズ統計【PyMC3+Colab】-確率･統計の基礎からベイズ推定のPython実装まで-,https://www.udemy.com/course/bayesian/,357,19,1,1/2023,Japanese,1,1,69.90,1,6,35,4h 47m,我妻 幸長 Yukinaga Azuma,"111,412",30,4.3,null,null,null,null,0,0,0,4.4
172,Data Science Kurs mit Excel,https://www.udemy.com/course/data-science-mit-excel/,167,18,1,7/2019,German,1,1,69.90,1,9,46,3h 33m,Michael Meraner,499,3,3.9,null,null,null,null,0,0,0,3.7
173,【デジタル社会の「読み・書き・そろばん」】AI・データサイエンス基礎講座～リテラシーレベル～　①導入編,https://www.udemy.com/course/ai-1-introduction/,201,18,1,3/2021,Japanese,1,1,69.90,1,8,51,6h 1m,三谷 慶一郎,346,5,4.1,null,null,null,null,0,0,0,4.0
174,사무직 직장인 맞춤 | 실전예제로 배우는 파이썬 10시간 완성 | 판다스+크롤링+머신러닝,https://www.udemy.com/course/6-pthfaw/,125,18,1,10/2022,Korean,1,0,69.90,1,33,120,9h 56m,사무직 직장인,315,6,4.5,null,null,null,null,1,0,0,4.6
175,深度学习-入门课程(通俗易懂版),https://www.udemy.com/course/dl-tangyudi/,177,18,1,2/2019,Simplified Chinese,2,0,69.90,1,12,73,15h 8m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,3.7
176,Машинное обучение: выделение факторов на Python,https://www.udemy.com/course/ittensive-machine-learning-features/,142,17,1,6/2021,Russian,1,0,229.90,1,10,51,7h 6m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,4.4
177,データ分析シリーズ③ -Pythonライブラリの実践活用-,https://www.udemy.com/course/python-data3/,121,17,1,11/2021,Japanese,1,1,69.90,1,7,32,3h 55m,Trainocate Lecturers,"31,436",15,4.1,null,null,null,null,0,0,0,4.1
178,ＡＩ機械翻訳（付録：日本語対応ソースコード付）：RNNでディープラーニング：自然言語処理入門編,https://www.udemy.com/course/rnn-seq2seq/,183,17,1,1/2022,Japanese,1,1,69.90,1,9,51,2h 37m,内山 充康,"3,081",9,4.0,null,null,null,null,0,0,0,3.6
179,200+ Pytań - Rozmowa kwalifikacyjna - Data Scientist,https://www.udemy.com/course/pytania-rozmowa-kwalifikacyjna-interview-data-scientist/,254,17,1,2/2023,Polish,1,0,69.90,1,205,null,null,Paweł Krakowiak,"260,005",87,4.5,null,null,null,null,0,0,1,4.8
180,Mathematics for Machine Learning & Data Science | Arabic,https://www.udemy.com/course/mathematics-for-machine-learning-arabic/,"2,850",17,1,8/2022,Arabic,1,0,69.90,1,3,8,5h 51m,Mohammed Agoor,"9,555",4,4.5,null,null,null,null,0,0,0,4.7
181,Машинное обучение: нейросети и глубокое обучение на Python,https://www.udemy.com/course/ittensive-python-machine-learning-neural/,205,17,1,6/2021,Russian,1,0,229.90,1,10,66,11h 22m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,3.8
182,الذكاء الاصطناعي,https://www.udemy.com/course/artificial-intelligence-course/,53,17,1,6/2021,Arabic,1,0,69.90,1,8,24,6h 5m,BRADFORD-JO Academy,488,48,4.6,null,null,null,null,0,0,0,4.5
183,Árbol de decisiones para machine learning en python.,https://www.udemy.com/course/arboles-de-desiciones-para-machine-learning-en-pyton/,69,17,1,12/2020,Spanish,1,0,69.90,1,1,14,1h 47m,Cesar Estrada,789,4,4.2,null,null,null,null,0,0,0,3.9
184,深度学习-Tensorflow实战系列,https://www.udemy.com/course/tyd-tensorflow/,154,16,1,3/2018,Simplified Chinese,2,0,69.90,1,10,42,9h 43m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,4.0
185,Машинное обучение: регрессия и предсказание данных на Python,https://www.udemy.com/course/ittensive-python-machine-learning-linear-regression/,154,16,1,6/2021,Russian,1,0,69.90,1,8,37,7h 17m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,4.0
186,Visualização da Dados Python e R: Data Science na Prática,https://www.udemy.com/course/visualizacao-da-dados-python-e-r-data-science-na-pratica/,270,16,2,3/2020,Portuguese,1,1,69.90,1,3,36,5h 54m,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166,4.4,"Diego Mariano, Ph.D.","704,752",36,4.6,0,0,0,4.2
187,Машинное обучение на Python. Метод линейной регрессии,https://www.udemy.com/course/pyqt5-bi/,86,16,2,10/2018,Russian,1,0,69.90,1,1,8,1h 34m,"Группа преподавателей Центра ""Специалист"" при МГТУ им. Баумана",769,9,4.2,Владислав Перлин,201,3,4.1,0,0,0,3.9
188,【한글자막】 스파크 스트리밍과 Scala 로 빅 데이터 스트리밍하기 (실전편),https://www.udemy.com/course/best-scala/,109,16,4,1/2022,Korean,1,1,69.90,1,9,37,6h 25m,Sundog Education by Frank Kane,"687,985",33,4.5,Frank Kane,"636,853",26,4.6,0,0,0,5.0
189,Prática Guiada - Titanic no Kaggle,https://www.udemy.com/course/pratica-guiada-titanic-no-kaggle/,97,16,1,10/2020,Portuguese,1,1,69.90,1,5,10,1h 19m,TecMorpheus Hypnos,751,3,4.6,null,null,null,null,0,0,0,4.6
190,Prédiction des séries temporelles en deep learning - Partie1,https://www.udemy.com/course/modeles-avances-des-series-temporelles-avec-keras-partie-1/,158,16,1,8/2021,French,1,1,69.90,1,6,58,7h 17m,Alexandre Bourrieau,606,10,4.5,null,null,null,null,0,0,0,4.6
191,【한글자막】 Python 을 사용한 데이터 시각화,https://www.udemy.com/course/best-python-data-visualization/,529,16,4,12/2021,Korean,1,1,69.90,1,7,49,4h 27m,Jordan Sauchuk,"264,560",7,4.4,Ligency Team,"2,262,027",104,4.6,1,0,0,4.9
192,Introduzione all'Intelligenza Artificiale,https://www.udemy.com/course/introduzione-allintelligenza-artificiale/,75,15,1,5/2022,Italian,1,1,69.90,1,5,23,3h 15m,Maria Lanzara,75,1,3.7,null,null,null,null,0,0,0,3.7
193,Welcome2KI Teil 3: KI Deep Learning Projekte selbst umsetzen,https://www.udemy.com/course/welcome2ki-teil-3-ki-deep-learning-projekte-selbst-umsetzen/,133,15,1,5/2021,German,1,1,69.90,1,10,69,7h 49m,Bernhard Mayr,488,10,4.0,null,null,null,null,1,1,0,4.7
194,Python: Visualización de Datos con Matplotlib (Básico),https://www.udemy.com/course/python-visualizacion-de-datos-con-matplotlib-basico/,"1,727",15,1,6/2022,Spanish,1,1,69.90,1,1,10,49m total,Camilo Medina,"9,925",8,4.4,null,null,null,null,0,0,0,3.9
195,習うより慣れよう Visual AI さわって覚える人工知能「ディープラーニング編」,https://www.udemy.com/course/visual-ai-deep-learning/,162,15,1,8/2022,Japanese,1,1,69.90,1,null,null,null,内山 充康,"3,081",9,4.0,null,null,null,null,0,0,0,3.9
196,Visualização de dados com Python,https://www.udemy.com/course/visualizacao-dados-python/,98,16,1,3/2022,Portuguese,1,1,69.90,0,null,null,null,Beta Analítica,98,1,5.0,null,null,null,null,0,0,0,5.0
197,Kaggle - Veri Bilimi Alanında Daha İyi Bir Profil Oluşturun,https://www.udemy.com/course/kaggle-veri-bilimi-alannda-daha-iyi-bir-profil-olusturun/,72,15,2,1/2023,Turkish,1,0,69.90,1,8,19,2h 55m,Oak Academy,"282,153",257,4.5,OAK Academy Team,"347,570",276,4.5,1,0,0,5.0
198,Introducción a los Algoritmos Heurísticos,https://www.udemy.com/course/introduccion-a-los-algoritmos-heuristicos/,164,14,1,4/2019,Spanish,1,0,69.90,1,9,32,1h 18m,Carlos Antonio Macías Duarte,"3,658",2,4.5,null,null,null,null,0,0,0,4.4
199,Python-深度学习-物体检测实战,https://www.udemy.com/course/maskrcnn/,124,14,1,1/2020,Simplified Chinese,2,0,69.90,1,6,41,6h 24m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,3.9
200,"Python w Data Science - NumPy, Pandas & Scikit-Learn",https://www.udemy.com/course/python-data-science-numpy-pandas-scikit-learn/,359,14,1,8/2022,Polish,1,0,69.90,1,null,null,null,Paweł Krakowiak,"260,005",87,4.5,null,null,null,null,0,1,0,5.0
201,【한글자막】 현대 인공지능 (AI) 마스터 클래스 : 6개의 프로젝트 구축하기,https://www.udemy.com/course/best-modern-ai/,316,14,5,12/2021,Korean,1,1,69.90,1,8,90,15h 47m,"Dr. Ryan Ahmed, Ph.D., MBA","324,384",46,4.5,Ligency I Team,"2,318,877",148,4.6,0,0,0,5.0
202,Pack Complet data Analyse avec Excel & Python 2023,https://www.udemy.com/course/pack-complet-data-analyse-avec-excel-python-2022/,121,15,2,1/2023,French,1,1,179.90,1,6,139,11h 18m,Ing.Seif | Europe Innovation,"15,564",19,4.4,Dr. Firas | Europe Innovation,"28,588",45,4.3,1,0,0,4.1
203,强化学习实战系列(PyTorch版),https://www.udemy.com/course/rlirpcin/,151,14,1,9/2020,Simplified Chinese,2,0,69.90,1,11,89,10h 28m,唐宇迪 唐,"4,103",25,4.4,null,null,null,null,0,0,0,4.4
204,Data Mining without coding ~ Visual Programing ~ Orange3,https://www.udemy.com/course/vpt-orange3/,78,14,1,12/2022,Traditional Chinese,2,0,69.90,1,5,14,4h 58m,Squall Wu,78,1,4.6,null,null,null,null,0,0,0,4.6
205,Google Data Studio. Анализ данных. Data Visualization.,https://www.udemy.com/course/google-data-studio-ru/,65,14,1,11/2022,Russian,1,0,69.90,1,5,27,53m total,Andrew Borysenko,"25,839",41,3.3,null,null,null,null,0,0,0,3.3
206,【文部科学大臣表彰の工学博士が指導】Pythonで体系的に学ぶデータサイエンスとAIの初歩 Vol.1 暗号・関数と微分,https://www.udemy.com/course/pythonai-vol1/,193,14,1,11/2022,Japanese,1,1,69.90,1,64,115,10h 26m,平山 雄三,743,12,4.4,null,null,null,null,0,0,0,4.7
207,SQL- Formation complète de A à Z sous MySQL,https://www.udemy.com/course/sql-formation-complete-sous-mysql/,219,14,1,11/2021,French,1,1,69.90,1,7,94,10h 32m,Ahmed Bentajer,"3,511",3,4.3,null,null,null,null,0,0,0,4.5
208,Gerando Arquivos PDF com Python e ReportLab 2023,https://www.udemy.com/course/gerando-arquivos-pdf-com-python-e-reportlab/,433,14,1,8/2021,Portuguese,1,1,69.90,1,1,6,1h 51m,Hugo Ferro,"1,421",10,4.7,null,null,null,null,0,0,0,4.9
209,PythonではじめるSQL入門〜ゼロからはじめてウィンドウ関数まで〜,https://www.udemy.com/course/pythonsql/,106,13,1,9/2021,Japanese,1,1,69.90,1,8,38,2h 3m,西 潤史郎,106,1,3.8,null,null,null,null,0,0,0,3.8
210,Fundamentos de MLOps (Machine Learning Operations) Hands On,https://www.udemy.com/course/fundamentos-de-mlops-machine-learning-operations-hands-on/,35,13,1,1/2023,Spanish,1,1,69.90,1,11,32,2h 51m,Data Bootcamp,"11,207",29,4.2,null,null,null,null,0,0,0,3.6
211,Surpac Sıfırdan Cevher Modelleme/ Ore Modelling using Surpac,https://www.udemy.com/course/surpac-sfrdan-cevher-modelleme-ore-modelling-using-surpac/,34,13,1,11/2021,Turkish,1,0,349.90,0,1,13,2h 0m,Halil Şahin,34,1,4.2,null,null,null,null,0,0,0,4.2
212,Álgebra Linear com R para Machine Learning e Modelagens,https://www.udemy.com/course/algebra-linear-com-r-para-machine-learning-e-modelagens/,101,13,1,1/2022,Portuguese,1,1,69.90,1,7,57,12h 57m,Luciano Galdino,"6,980",15,4.8,null,null,null,null,0,0,0,4.8
213,六小時學會資料科學,https://www.udemy.com/course/ywfszkyr/,84,13,1,8/2021,Traditional Chinese,2,0,69.90,1,7,26,6h 44m,Cheng-Yuan Ho,284,6,4.2,null,null,null,null,0,0,0,3.9
214,Machine Learning: Clusterização com Linguagem Python,https://www.udemy.com/course/machine-learning-clusterizacao-com-python/,195,14,1,6/2022,Portuguese,1,0,69.90,1,4,31,6h 42m,Caio Avelino,"6,782",5,4.7,null,null,null,null,0,0,0,4.4
215,"R言語によるデータサイエンス【データ操作, 最短習得コース】 (2021, tidyverse+α, 基礎+応用)",https://www.udemy.com/course/r-datascience-2021-tidyverse/,139,13,1,5/2021,Japanese,1,0,69.90,1,14,126,5h 4m,Ringa hyj,181,2,3.6,null,null,null,null,0,0,0,3.7
216,Bootcamp Lengkap Data Science 2022,https://www.udemy.com/course/bootcamp-lengkap-data-science-2022/,63,13,1,7/2022,Indonesian,1,0,69.90,1,51,308,28h 37m,Aditya Putri Pertiwi,63,1,3.6,null,null,null,null,0,0,0,3.6
217,Dijital İşletmeniz İçin Potansiyel Müşterilerinizi Bulun A-Z,https://www.udemy.com/course/dijital-isletmeniz-icin-potansiyel-musterilerinizi-bulun-a-z/,"1,034",13,1,2/2022,Turkish,1,0,69.90,1,5,12,1h 17m,Onur Erdoğan,"8,468",3,4.5,null,null,null,null,0,0,0,4.1
218,Python para Data Science: Crie um projeto incrível do zero,https://www.udemy.com/course/python-para-ciencia-de-dados/,75,13,1,1/2023,Portuguese,1,1,69.90,1,4,20,6h 5m,Josué Gimenes,"27,077",3,4.7,null,null,null,null,0,1,0,4.6
219,Linguagem R e Shiny R: Caminho de GRANDES INSIGHTS nos Dados,https://www.udemy.com/course/linguagem-r-e-shiny-r-o-caminho-para-grandes-insights-data-science/,382,13,2,6/2020,Portuguese,1,1,69.90,1,2,46,8h 2m,Juracy Araujo de Almeida Junior,"11,035",54,4.3,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"47,600",166,4.4,0,0,0,4.6
220,Machine Learning da zero con Python,https://www.udemy.com/course/machine-learning-da-zero-con-python/,66,12,1,9/2020,Italian,1,1,69.90,1,8,52,7h 1m,Giovanni Bonaventura,"24,185",15,3.8,null,null,null,null,0,0,0,3.8
221,Análisis De Datos Con Matlab. Programación En Matlab,https://www.udemy.com/course/analisis-de-datos-con-matlab/,463,12,1,1/2021,Spanish,1,1,69.90,1,5,20,2h 26m,Jhonny Alexander Jaimes Carvajal,"6,015",13,4.0,null,null,null,null,1,0,0,3.6
222,Workshop Teknik Visualisasi Data dengan Power BI,https://www.udemy.com/course/workshop-teknik-visualisasi-data-dengan-power-bi/,50,12,1,7/2022,Indonesian,1,0,69.90,1,6,36,3h 6m,Jubilee Enterprise,"15,399",107,4.7,null,null,null,null,1,0,0,4.8
223,Detecção e Reconhecimento Facial com Python,https://www.udemy.com/course/deteccao-reconhecimento-facial-python/,273,12,3,1/2023,Portuguese,1,1,69.90,1,4,64,8h 36m,Jones Granatyr,"166,599",91,4.7,Gabriel Alves,"45,082",14,4.6,0,0,0,4.7
224,Introdução às Aplicações Com Inteligência Artificial,https://www.udemy.com/course/introducao-as-aplicacoes-com-inteligencia-artificial/,50,12,1,1/2023,Portuguese,1,0,69.90,1,11,49,2h 41m,Marcellus Amadeus,50,1,4.8,null,null,null,null,0,0,0,4.8
225,データサイエンスのためのストリーミング前処理入門　PythonとSparkで始めるビッグデータストリーミング処理入門,https://www.udemy.com/course/python-spark-streaming/,154,12,1,7/2022,Japanese,1,1,69.90,1,8,36,2h 12m,Yuki Saito,975,11,4.4,null,null,null,null,1,0,1,4.5
226,Альтернатива Excel: работа с данными в KNIME,https://www.udemy.com/course/knime-instead-of-excel/,40,12,1,8/2021,Russian,1,0,69.90,1,4,16,3h 8m,Alexey Mokhnatkin,40,1,4.4,null,null,null,null,1,0,1,4.4
227,파이썬(Python) 실무 데이터 분석 프로젝트 - 머신러닝 with 사이킷런(scikit-learn),https://www.udemy.com/course/maso-ds-python-onc33/,124,12,1,6/2022,Korean,1,0,69.90,1,6,78,10h 41m,마소캠퍼스 머니매그넷,"2,248",50,4.7,null,null,null,null,0,0,1,4.7
228,【한글자막】 Deep Reinforcement Learning :딥 강화형 러닝 2.0,https://www.udemy.com/course/best-deep-reinforcement-learning/,123,12,4,12/2021,Korean,1,1,69.90,1,8,63,9h 37m,Hadelin de Ponteves,"1,672,284",42,4.5,Ligency I Team,"2,318,877",148,4.6,0,0,0,4.9
229,Impresión 3D y Análisis de Piezas.,https://www.udemy.com/course/impresion-3d-y-analisis-de-piezas/,131,11,1,10/2021,Spanish,1,1,69.90,1,3,23,2h 27m,Francisco Olivares,131,1,4.2,null,null,null,null,0,0,0,4.2
230,Aplicaciones de Data Science: Text Mining-NLP & Data Mining,https://www.udemy.com/course/aplicaciones-de-data-science-text-mining-pln-data-mining/,"1,051",11,1,1/2022,Spanish,1,1,69.90,1,4,19,1h 52m,Pedro Daniel Alcalá Rojas,"68,987",33,4.3,null,null,null,null,0,0,0,4.6
231,Power BI para Data Science e Analytics,https://www.udemy.com/course/powerbi-datascience-analytics/,52,12,1,8/2022,Portuguese,1,1,69.90,1,6,83,10h 8m,Pedro Alves,256,5,4.6,null,null,null,null,0,0,0,4.5
232,Estructuras de datos: listas dinámicas y punteros con Java,https://www.udemy.com/course/listas-dinamicas-java/,59,11,1,11/2021,Spanish,1,1,69.90,1,5,30,3h 8m,Jose Ciccio,671,2,4.9,null,null,null,null,0,0,0,5.0
233,Data science y machine learning en Python: modelos lineales,https://www.udemy.com/course/data-science-python-espanol/,94,13,1,1/2023,Spanish,1,1,69.90,1,10,133,12h 17m,Escape Velocity Labs,"6,569",11,4.5,null,null,null,null,0,0,0,4.9
234,Análise de Sentimentos do Twitter com ML e DL na prática,https://www.udemy.com/course/analise-de-sentimentos-do-twitter-com-ml-e-dl-na-pratica/,65,11,1,2/2022,Portuguese,1,0,69.90,1,8,51,8h 37m,Dinarth Souto Júnior,779,2,4.3,null,null,null,null,0,0,0,4.5
235,Derinlemesine Python 3 : AI Machine Learning,https://www.udemy.com/course/derinlemesine-python-ai-machine-learning/,153,10,1,3/2021,Turkish,1,0,69.90,1,10,43,17h 27m,Önder Teker,"1,346",18,4.5,null,null,null,null,0,0,0,4.6
236,중간관리자가 꼭 알아야 하는 머신러닝과 빅데이터 기법,https://www.udemy.com/course/machine-learning-bigdata/,60,10,1,7/2022,Korean,1,0,69.90,1,4,19,3h 25m,클룸 (CLOOM),928,17,4.8,null,null,null,null,0,0,0,4.7
237,"Mastering Numpy,Pandas and MatplotLib-Data Manipulation Tool",https://www.udemy.com/course/numpy-pandas-matplotlib-rakesh-roshan/,"4,512",16,1,2/2023,Hindi,1,0,159.90,1,7,32,5h 30m,Rakesh Roshan,"36,389",4,4.5,null,null,null,null,1,0,0,4.4
238,เรียน Python Data Structures and Algorithms ฉบับปูพื้นฐาน,https://www.udemy.com/course/pythondsa/,115,11,1,9/2022,Thai,1,0,69.90,1,14,73,19h 33m,Todsapon Banklongsi,"1,041",23,4.6,null,null,null,null,0,0,0,4.6
239,Chat GPT - od zera do mastera! opanuj Sztuczną Inteligencję!,https://www.udemy.com/course/chat-gpt-kurs/,151,12,1,2/2023,Polish,1,0,69.90,1,6,29,2h 36m,Epic Digital Guy | Cyfrowy Trener,"8,815",26,4.2,null,null,null,null,0,0,0,4.6
240,直感！深層学習　７ステップで作る Python AI 株価予測,https://www.udemy.com/course/7-python-ai/,99,10,1,2/2023,Japanese,1,1,69.90,1,10,42,5h 52m,経知 神草,"1,128",5,3.8,null,null,null,null,0,0,0,3.3
241,Arte com Inteligência Artificial Usando Stable Diffusion,https://www.udemy.com/course/arte-com-inteligencia-artificial-usando-stable-diffusion/,48,11,1,10/2022,Portuguese,1,0,69.90,1,2,8,1h 8m,Rodrigo Favarete,48,1,3.8,null,null,null,null,0,0,0,3.8
242,Data Science - علوم البيانات,https://www.udemy.com/course/data-science-ar/,42,10,1,4/2019,Arabic,1,0,69.90,1,8,25,5h 14m,OUMOUSS EL MEHDI,157,2,3.8,null,null,null,null,0,0,0,3.9
243,【初心者・初級者向け】SQL・データ分析入門-bigquery×ハンズオン形式でスキルアップ-,https://www.udemy.com/course/sql-dataanalysis-for-beginner/,42,10,1,12/2022,Japanese,1,1,69.90,1,21,97,4h 32m,Okawa Yoshimi,42,1,4.8,null,null,null,null,0,0,0,4.8
244,Python para Marketing Digital,https://www.udemy.com/course/python-para-marketing-digital/,63,10,2,1/2022,Spanish,1,1,69.90,1,6,44,6h 29m,Kevin Meneses González,"26,167",20,3.8,Giovanni Bonaventura,"24,185",15,3.8,0,0,0,3.9
245,Машинное обучение без учителя на Python: полный курс,https://www.udemy.com/course/ittensive-python-machine-learning-unsupervised/,142,10,1,1/2022,Russian,1,0,259.90,1,16,99,12h 29m,Центр digital-профессий ITtensive,"2,298",22,4.0,null,null,null,null,1,0,0,4.6
246,Bayesian Statistics: Generalized Linear Models with R,https://www.udemy.com/course/bayesian-statistics-generalized-linear-models-with-r/,54,9,1,1/2021,Portuguese,1,1,69.90,1,5,48,5h 38m,André Marques,877,10,4.5,null,null,null,null,0,0,0,4.8
247,강화학습 기초,https://www.udemy.com/course/build_reinforcement_learning/,73,9,1,10/2017,Korean,1,0,299.90,0,7,16,1h 2m,광성 최,204,2,3.5,null,null,null,null,0,0,0,3.3
248,Derinlemesine Python 2 : Data Science,https://www.udemy.com/course/derinlemesine-python-data-science/,94,9,1,3/2021,Turkish,1,0,69.90,1,16,86,19h 16m,Önder Teker,"1,346",18,4.5,null,null,null,null,0,0,0,4.0
249,Curso Básico: Fundamentos de Inteligência Artificial,https://www.udemy.com/course/curso-basico-fundamentos-de-inteligencia-artificial/,51,9,1,2/2020,Portuguese,1,1,69.90,1,11,37,2h 11m,Christian Moura dos Santos,"1,273",4,3.8,null,null,null,null,0,0,0,3.2
250,『Rの基礎から機械学習まで一気に学ぼう！』 | R言語 Rstudio講座,https://www.udemy.com/course/r-r-rstudio/,42,9,1,11/2021,Japanese,1,1,69.90,1,6,28,2h 6m,@Sotsog Base,101,2,4.0,null,null,null,null,0,0,0,3.8
251,【実戦で学ぶ基盤構築】ローカル端末で作り理解するエンジニアのための機械学習基盤の作成とMLOps,https://www.udemy.com/course/mlops-pf-and-ml/,68,9,1,8/2022,Japanese,1,1,69.90,1,5,22,1h 22m,Yuki Saito,975,11,4.4,null,null,null,null,1,0,0,4.5
252,Data Science and Machine Learning With Python - Hindi,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hindi/,19,12,1,2/2023,Hindi,1,0,69.90,1,7,123,51h 29m,Sharad Khare,313,6,4.4,null,null,null,null,0,0,0,5.0
253,Prédiction des séries temporelles en deep learning - Partie2,https://www.udemy.com/course/modeles-avances-des-series-temporelles-avec-keras-partie-2/,137,9,1,8/2021,French,1,1,69.90,1,8,90,9h 42m,Alexandre Bourrieau,606,10,4.5,null,null,null,null,0,0,0,4.8
